	sequence_id	cluster_id
189	KJ843179	F
190	AB036919	F
191	X69798	F
192	HM622135	F
193	HM585189	F
194	KJ843170	F
195	KJ843185	F
196	KY458061	F
197	KX264496	F
198	KY382417	F
199	EU366118	F
200	KP718104	F
201	KP995106	F
202	KP995098	F
203	KJ586805	F
204	KP995101	F
205	JX079937	F
206	DQ823086	F
207	KX264498	F
208	DQ823093	F
209	HM585190	F
210	KC494397	F
211	FJ657519	F
212	KP995116	F
213	AB036913	F
214	KJ843225	F
215	MG098583	F
216	KY382411	F
217	KY382415	F
218	KP718112	F
219	AB036911	F
220	AB036909	F
221	KP995113	F
222	KP995123	F
223	KP995119	F
224	KJ843208	F
225	KJ843195	F
226	AB036917	F
227	KJ676694	F
228	KJ843219	F
229	MK058437	F
230	MG098574	F
231	KP995126	F
232	AB365449	F
233	KC494396	F
234	AB036910	F
235	KP718106	F
236	KJ843211	F
237	FJ657522	F
238	KJ843203	F
239	FJ709465	F
240	HE981183	F
241	KT896494	F
242	HM627320	F
243	KP718109	F
244	HM585188	F
245	KP718111	F
246	KJ843213	F
247	KY476326	F
248	AB036920	F
249	JN792919	F
250	KJ638662	F
251	KC494402	F
252	KX264497	F
253	KP995110	F
254	KJ843163	F
255	KP995097	F
256	DQ823090	F
257	KC494400	F
258	AB453983	A
259	JQ707370	A
260	KP718097	A
261	AB480041	A
262	KT366469	A
263	AB480036	A
264	JQ707314	A
265	FJ692558	A
266	JQ707560	A
267	JQ707350	A
268	JQ707403	A
269	LT992441	A
270	JQ707649	A
271	JQ707312	A
272	KR905430	A
273	KY382410	A
274	GQ477464	A
275	AF090842	A
276	JQ707408	A
277	GQ477465	A
278	MN585097	A
279	MF925385	A
280	JQ707558	A
281	KP718085	A
282	AY707087	A
283	KJ854689	A
284	AB697487	A
285	MH464830	A
286	GQ477494	A
287	FJ692559	A
288	EU859911	A
289	AB937793	A
290	JQ707610	A
291	MK512470	A
292	FM199980	A
293	JQ707625	A
294	JQ707565	A
295	JQ707396	A
296	KJ854693	A
297	KT749839	A
298	FJ692574	A
299	JQ707656	A
300	JQ707665	A
301	MH580642	A
302	JQ707596	A
303	KP274927	A
304	AY738140	A
305	AB937791	A
306	KT749840	A
307	AB697512	A
308	KF922409	A
309	AY233276	A
310	AB697491	A
311	MF772346	A
312	KM606746	A
313	AM295797	A
314	JQ707303	A
315	AB116081	A
316	AB697511	A
317	KF214665	A
318	AB697501	A
319	KP274928	A
320	JQ707537	A
321	DQ298161	A
322	AB194950	A
323	JQ707547	A
324	KU605539	A
325	FJ692595	A
326	KJ843217	A
327	AF297624	A
328	JQ707664	A
329	L13994	A
330	JQ707559	A
331	KF922406	A
332	EU594390	A
333	AB116082	A
334	KT749843	A
335	DQ020002	A
336	KP718091	A
337	FN545831	A
338	AJ309369	A
339	KF922429	A
340	MK512456	A
341	JQ707578	A
342	MF772345	A
343	JQ707662	A
344	JQ707622	A
345	AY934770	A
346	JQ707367	A
347	EU594393	A
348	AB775199	A
349	AB775200	A
350	AB300367	A
351	KF922416	A
352	HM535200	A
353	KY886219	A
354	AB697504	A
355	EU859909	A
356	AB241115	A
357	JQ707410	A
358	AB116088	A
359	FN545838	A
360	KJ843215	A
361	JQ707605	A
362	JQ707326	A
363	AB937796	A
364	EU859934	A
365	AJ012207	A
366	GQ477461	A
367	AY934768	A
368	AY233287	A
369	AY902775	A
370	AY934773	A
371	AY738141	A
372	KP274925	A
373	EU594391	A
374	MH464809	A
375	JQ707374	A
376	KM606749	A
377	JQ707543	A
378	AY233281	A
379	MK512465	A
380	JQ707617	A
381	AY373429	A
382	KJ854694	A
383	AB222707	A
384	JQ707663	A
385	JQ707586	A
386	EU859908	A
387	KT749838	A
388	JQ707380	A
389	EU859930	A
390	FJ692567	A
391	EU859899	A
392	FJ692585	A
393	JQ707383	A
394	JQ707412	A
395	GQ477504	A
396	KX357650	A
397	JQ707619	A
398	LC074724	A
399	KT749849	A
400	KT366467	A
401	GU563551	A
402	LT992440	A
403	FJ692582	A
404	AB697495	A
405	AM410963	A
406	MK512471	A
407	AY903452	A
408	FJ692597	A
409	GQ477468	A
410	MF925361	A
411	JQ707542	A
412	JQ707382	A
413	AB697497	A
414	AY934769	A
415	AY233284	A
416	JQ707590	A
417	FJ692578	A
418	JQ707613	A
419	FJ692576	A
420	FM199978	A
421	JQ707566	A
422	FJ692596	A
423	JQ707351	A
424	GQ477482	A
425	MF925407	A
426	JQ707531	A
427	FN545826	A
428	JQ707645	A
429	MK512473	A
430	EU594388	A
431	JQ707612	A
432	EU859907	A
433	KT749842	A
434	JQ707376	A
435	JQ707391	A
436	KP718099	A
437	JQ707358	A
438	MH580627	A
439	JQ707635	A
440	JQ707670	A
441	KJ010778	A
442	AM180624	A
443	GQ477480	A
444	KX827294	A
445	JQ707338	A
446	KT749850	A
447	LC311243	A
448	EU859902	A
449	KX357649	A
450	AY862868	A
451	KJ010777	A
452	KT749830	A
453	JQ707549	A
454	EU859942	A
455	JQ707561	A
456	MN507849	A
457	FM199974	A
458	JQ707362	A
459	KP718090	A
460	JQ707589	A
461	KJ854688	A
462	FJ692577	A
463	EU594392	A
464	GQ477472	A
465	JQ707604	A
466	JQ707372	A
467	JQ707567	A
468	JQ707581	A
469	MF772347	A
470	JQ707659	A
471	EU859915	A
472	JQ707535	A
473	MF772353	A
474	GU563558	A
475	AY373432	A
476	JQ707661	A
477	GU563554	A
478	KT749832	A
479	JQ707658	A
480	KT749826	A
481	EU859932	A
482	AB126580	A
483	JQ707416	A
484	JQ707599	A
485	HE576989	A
486	AB205118	A
487	AB775201	A
488	MN544634	A
489	KP168425	A
490	AB116083	A
491	KJ843183	A
492	FM199979	A
493	AB480040	A
494	GQ161813	A
495	AY161138	A
496	JQ707300	A
497	FJ349224	A
498	EU594384	A
499	MF925400	A
500	KT749834	A
501	JQ707650	A
502	FJ692598	A
503	JQ707539	A
504	JQ707356	A
505	JQ707357	A
506	KT347087	A
507	JQ707620	A
508	JQ707378	A
509	KF922418	A
510	JQ707653	A
511	KP168435	A
512	KT749836	A
513	AY233289	A
514	AB241114	A
515	GQ477486	A
516	FJ349226	E
517	KU736901	E
518	FN594765	E
519	GQ161803	E
520	KU736891	E
521	GQ161819	E
522	LT623844	E
523	MF772357	E
524	AB201288	E
525	KF849726	E
526	MN967528	E
527	LT623846	E
528	MN967529	E
529	HM363566	E
530	JQ000009	E
531	GQ161814	E
532	HM363584	E
533	EU239220	E
534	GQ161772	E
535	AB274982	E
536	HM363568	E
537	MH580637	E
538	KF849723	E
539	AB274979	E
540	AB274975	E
541	AM494701	E
542	HM363587	E
543	MH580621	E
544	KF170741	E
545	GQ161763	E
546	HQ700552	E
547	FN594759	E
548	AY738147	E
549	LT623851	E
550	DQ060830	E
551	MH580628	E
552	AM494717	E
553	KF170742	E
554	KU736894	E
555	MH580625	E
556	HM363582	E
557	AM494707	E
558	GQ161827	E
559	AB274976	E
560	FN594748	E
561	AB205190	E
562	GQ161791	E
563	HM363596	E
564	AB205189	E
565	GQ161761	E
566	GQ161836	E
567	EU239226	E
568	KU736903	E
569	HM363583	E
570	GQ161755	E
571	MH580634	E
572	EU239217	E
573	GQ161807	E
574	KU736906	E
575	HM363580	E
576	AB205191	E
577	HM363565	E
578	HM363611	E
579	MH580631	E
580	GQ161801	E
581	AM494706	E
582	HM363593	E
583	MH580645	E
584	GQ161775	E
585	GQ161815	E
586	GQ161802	E
587	MH580646	E
588	GQ161829	E
589	AB274978	E
590	AB194948	E
591	KU736904	E
592	KF849713	E
593	AM494704	E
594	HM363609	E
595	GQ161759	E
596	GQ161773	E
597	MN507844	E
598	MH580648	E
599	AB274969	E
600	AB091255	E
601	KU736902	E
602	MH580647	E
603	HM363573	E
604	HM363574	E
605	LT623848	E
606	GQ161794	E
607	GQ161835	E
608	AB201287	E
609	FN594761	E
610	FJ349238	E
611	HM363600	E
612	KF849727	E
613	FN594749	E
614	AB219533	E
615	AM494710	E
616	HM363594	E
617	MN507846	E
618	AM494703	E
619	AB274970	E
620	GQ161781	E
621	GQ161774	E
622	FN594758	E
623	AB274984	E
624	KU736893	E
625	FN594752	E
626	DQ060825	E
627	DQ060826	E
628	MF772354	E
629	DQ060823	E
630	KU736898	E
631	GQ161825	E
632	HM363578	E
633	AM494692	E
634	MK321264	E
635	KU736907	E
636	MH580636	E
637	GQ161769	E
638	MN507842	E
639	HM363590	E
640	FN545841	E
641	EU239219	E
642	GQ161770	E
643	AM494709	E
644	KU736910	E
645	FN594760	E
646	MN507841	E
647	LT623850	E
648	DQ060828	E
649	AB274974	E
650	MK720631	E
651	AM494691	E
652	MF772362	E
653	GQ161798	E
654	AM494702	E
655	KF922439	E
656	EU239223	E
657	HM363592	E
658	KF849715	E
659	AY739674	E
660	DQ060827	E
661	GQ161816	E
662	KX186584	E
663	AB091256	E
664	MH580638	E
665	AB274977	E
666	KT192626	E
667	AM494700	E
668	AM494694	E
669	AM494697	E
670	X75657	E
671	MH918655	E
672	MH580640	E
673	AM494713	E
674	AY738145	E
675	AM494696	E
676	GQ161760	E
677	HM363589	E
678	AB274980	E
679	GQ161828	E
680	GQ161804	E
681	GQ161771	E
682	FN545823	E
683	AM494705	E
684	MH580632	E
685	HM363608	E
686	AB915178	E
687	MH580629	E
688	GQ161762	E
689	AM494693	E
690	GQ161793	E
691	MH580650	E
692	GQ161780	E
693	EU239221	E
694	AM494699	E
695	AM494714	E
696	MH580630	E
697	GQ161768	E
698	KF922438	E
699	MH580635	E
700	FN594750	E
701	MH464856	E
702	KF849717	E
703	FN594751	E
704	EU239224	E
705	LT623845	E
706	HM363603	E
707	GQ161833	E
708	KU736905	E
709	KU736896	E
710	HQ700550	E
711	HM363605	E
712	GQ161834	E
713	GQ161758	E
714	KU736911	E
715	KF849722	E
716	KU736900	E
717	KF849718	E
718	GQ161778	E
719	MF772355	E
720	GQ161784	E
721	MH580617	E
722	MH580624	E
723	AY935700	E
724	HM363575	E
725	FN594762	E
726	AB106564	E
727	MH580641	E
728	AB201290	E
729	GQ161820	E
730	GQ161776	E
731	KU736909	E
732	GQ161757	E
733	GQ161764	E
734	EU239222	E
735	HM363597	E
736	KU736895	E
737	DQ060829	E
738	MH580652	E
739	HM363571	E
740	AB205129	E
741	JQ000008	E
742	GQ161808	E
743	DQ060822	E
744	FJ349237	E
745	KF849724	E
746	KU736908	E
747	MH580644	E
748	KU736913	E
749	MN967527	E
750	HM363570	E
751	FN594756	E
752	AB274981	E
753	DQ060824	E
754	GQ161792	E
755	HM363599	E
756	GQ161790	E
757	FN545822	E
758	GQ161811	E
759	KU736899	E
760	MN507845	E
761	LT623843	E
762	LT623847	E
763	AB915175	E
764	AB194947	E
765	FN545821	E
766	FN594766	E
767	HM363569	E
768	AY739675	E
769	GQ161789	E
770	GQ161766	E
771	HM363581	E
772	GQ161787	E
773	HM363576	E
774	GQ161765	E
775	MN507840	E
776	HM363588	E
777	AB090269	D
778	AB116266	D
779	KY629633	D
780	GQ477458	D
781	GQ183478	D
782	JX096958	D
783	JX096954	D
784	GU456645	D
785	FJ904418	D
786	JF754634	D
787	KP090177	D
788	EU594410	D
789	HQ700454	D
790	KJ843187	D
791	AB270539	D
792	JF754619	D
793	KC012652	D
794	AY741794	D
795	AB109476	D
796	JN257183	D
797	AB674425	D
798	JN040769	D
799	KC875337	D
800	MH724220	D
801	JN040809	D
802	KC875330	D
803	MH724246	D
804	JQ707685	D
805	JF754601	D
806	JN257196	D
807	EF103277	D
808	MK598659	D
809	EF103276	D
810	MK693108	D
811	FJ904395	D
812	KC875321	D
813	MH724228	D
814	GQ377589	D
815	MH464840	D
816	JX898689	D
817	KC875292	D
818	DQ336688	D
819	JN040790	D
820	JN257177	D
821	KR905424	D
822	JN792908	D
823	JQ707528	D
824	HQ700441	D
825	GQ922001	D
826	MH724215	D
827	JQ707497	D
828	MK598645	D
829	AB674428	D
830	AB267090	D
831	DQ336686	D
832	JF754626	D
833	GU456678	D
834	KF192830	D
835	GU456643	D
836	MK618424	D
837	GQ205380	D
838	MH724249	D
839	JN040801	D
840	AB246348	D
841	JQ707478	D
842	JQ707499	D
843	JN688708	D
844	JF754602	D
845	MK598676	D
846	GQ183473	D
847	AB270541	D
848	MH464838	D
849	GQ183470	D
850	AB270548	D
851	AY233292	D
852	JN040830	D
853	JQ707520	D
854	JN642166	D
855	DQ464178	D
856	AB222711	D
857	AY796031	D
858	KC875306	D
859	EU939680	D
860	MK598663	D
861	EU414141	D
862	HQ236015	D
863	EU787442	D
864	JN040784	D
865	JQ707698	D
866	JN257205	D
867	JN642130	D
868	KJ470893	D
869	DQ464168	D
870	AJ131956	D
871	EU594407	D
872	X97848	D
873	JQ707508	D
874	JN642167	D
875	GU456657	D
876	KC875297	D
877	JN257201	D
878	AF043594	D
879	JN257202	D
880	KM524351	D
881	GU456664	D
882	JN257172	D
883	HQ700444	D
884	HQ700464	D
885	JN688683	D
886	MF925364	D
887	FJ904439	D
888	DQ336675	D
889	MK598657	D
890	KU668435	D
891	FJ349220	D
892	MN310705	D
893	MH724221	D
894	KM524347	D
895	GQ183453	D
896	HQ700514	D
897	MK052972	D
898	EU594415	D
899	JN664926	D
900	JN664922	D
901	HQ700513	D
902	KY629630	D
903	MK618431	D
904	DQ464170	D
905	X80924	D
906	KY382412	D
907	KF471659	D
908	MH724224	D
909	EU414136	D
910	JX898691	D
911	JQ707503	D
912	FJ349208	D
913	AB104711	D
914	GU456636	D
915	JQ707493	D
916	AY661792	D
917	KX196210	D
918	JN040819	D
919	MK598641	D
920	HQ700447	D
921	MN310711	D
922	HQ700448	D
923	JN642147	D
924	Z35716	D
925	JN257151	D
926	GU456670	D
927	KX196234	D
928	JF754599	D
929	JN642134	D
930	JQ707500	D
931	FJ349218	D
932	JN040806	D
933	GQ183448	D
934	KX357639	D
935	KX196236	D
936	KC875324	D
937	MN310708	D
938	FJ349215	D
939	MF618342	D
940	HQ236016	D
941	KC875331	D
942	KU668437	D
943	KX827291	D
944	JN040768	D
945	FJ692532	D
946	DQ304547	D
947	HQ700553	D
948	KX196212	D
949	MH724225	D
950	JQ707705	D
951	FJ349235	D
952	EU594426	D
953	AY236162	D
954	KT366508	D
955	JQ707702	D
956	JQ707700	D
957	KF679994	D
958	KT366510	D
959	EU594433	D
960	JN040815	D
961	JQ707483	D
962	KX827300	D
963	FJ904424	D
964	GQ477457	D
965	GU456659	D
966	KX196213	D
967	FJ562338	D
968	MN507852	D
969	JN642163	D
970	AB674419	D
971	KC875289	D
972	KU668447	D
973	GQ924652	D
974	KX827301	D
975	EU787443	D
976	KP168419	D
977	JN040758	D
978	JN040791	D
979	JN257155	D
980	FJ349213	D
981	AB188241	D
982	HQ700471	D
983	KX196217	D
984	AF280817	D
985	KC875317	D
986	KC875336	D
987	JQ707683	D
988	FJ904427	D
989	JN642126	D
990	JQ707480	D
991	GU456640	D
992	KC875328	D
993	MN507839	D
994	JF754610	D
995	X65258	D
996	HQ700481	D
997	FJ692506	D
998	MH724214	D
999	KC774436	D
1000	KX196226	D
1001	KX196227	D
1002	AB270543	D
1003	AJ627220	D
1004	HQ700446	D
1005	MK598677	D
1006	MH724242	D
1007	KC774462	D
1008	MH724241	D
1009	FJ904433	D
1010	AB119254	D
1011	KC875329	D
1012	JQ707481	D
1013	KF584163	D
1014	JQ707703	D
1015	KT366499	D
1016	DQ464182	D
1017	AB109477	D
1018	Y07587	D
1019	KJ470896	D
1020	JN040827	D
1021	KM524354	D
1022	KF471640	D
1023	KU668445	D
1024	KC774444	D
1025	JN040759	D
1026	JN664937	D
1027	MK598643	D
1028	JQ707514	D
1029	AB188244	D
1030	GQ922005	D
1031	JN664930	D
1032	JN257152	D
1033	MK598671	D
1034	HQ700479	D
1035	JN040821	D
1036	MK052947	D
1037	MF674476	B
1038	KY470832	B
1039	EU306678	B
1040	KP148343	B
1041	KU963968	B
1042	GU815659	B
1043	GU815552	B
1044	KU963971	B
1045	KY470834	B
1046	AB195935	B
1047	GQ358148	B
1048	HM011469	B
1049	DQ448626	B
1050	KC774399	B
1051	AY800389	B
1052	AY167093	B
1053	AJ627225	B
1054	KX276818	B
1055	AB287321	B
1056	JQ801507	B
1057	KJ173353	B
1058	AB073846	B
1059	MG372436	B
1060	KP148386	B
1061	GQ358136	B
1062	KJ803808	B
1063	KP148457	B
1064	KY881800	B
1065	DQ463798	B
1066	MF674438	B
1067	GU815774	B
1068	AB287323	B
1069	GU815685	B
1070	KC510648	B
1071	KC510650	B
1072	KY881865	B
1073	KY881895	B
1074	GU815710	B
1075	FJ562219	B
1076	AF461360	B
1077	KY881795	B
1078	MN689118	B
1079	GU815626	B
1080	KP148461	B
1081	JQ801514	B
1082	M54923	B
1083	MF674496	B
1084	GQ377542	B
1085	KU964088	B
1086	GU815642	B
1087	KC774401	B
1088	GU815692	B
1089	JN406371	B
1090	KC774396	B
1091	FJ023638	B
1092	AY167101	B
1093	KY881829	B
1094	GU815665	B
1095	HM011470	B
1096	KY881760	B
1097	GU815765	B
1098	KU964279	B
1099	JN792897	B
1100	KJ173369	B
1101	AY596110	B
1102	DQ463800	B
1103	GU815567	B
1104	KU964385	B
1105	GU815578	B
1106	DQ993697	B
1107	KU963812	B
1108	KJ173339	B
1109	AF121248	B
1110	LC461175	B
1111	GQ358145	B
1112	KY881867	B
1113	MF674473	B
1114	KP148383	B
1115	GQ377525	B
1116	KU964269	B
1117	KC774390	B
1118	FJ386648	B
1119	MG571361	B
1120	JX661471	B
1121	AB219426	B
1122	KP148368	B
1123	KY881827	B
1124	KU963945	B
1125	GU815559	B
1126	KU963959	B
1127	FJ562240	B
1128	KC774388	B
1129	GU815768	B
1130	HM011499	B
1131	KP148360	B
1132	JQ801471	B
1133	EF134945	B
1134	KJ803758	B
1135	KU963834	B
1136	AY167102	B
1137	KU964302	B
1138	KY470839	B
1139	KP148346	B
1140	KY881897	B
1141	MF674439	B
1142	KC774397	B
1143	KP659235	B
1144	KJ173407	B
1145	DQ448624	B
1146	KC510658	B
1147	KU964255	B
1148	AB073839	B
1149	FJ562303	B
1150	KX276783	B
1151	AF121251	B
1152	GU815598	B
1153	FJ386634	B
1154	MF674392	B
1155	AB302942	B
1156	JF899335	B
1157	MG571369	B
1158	AY596112	B
1159	KU964138	B
1160	GU815649	B
1161	KP659250	B
1162	EU939665	B
1163	KY470838	B
1164	EU570075	B
1165	JQ707766	B
1166	GU815556	B
1167	JQ040147	B
1168	KC774377	B
1169	EU306700	B
1170	KU964093	B
1171	KU964395	B
1172	KU964125	B
1173	KJ173343	B
1174	GU815618	B
1175	GU815614	B
1176	KU964129	B
1177	JX869999	B
1178	KX276772	B
1179	AB073836	B
1180	MH663473	B
1181	EU306697	B
1182	JQ027315	B
1183	MF674503	B
1184	D50521	B
1185	KJ173379	B
1186	KU964131	B
1187	GQ358150	B
1188	MG571331	B
1189	MF674443	B
1190	AB073837	B
1191	GU815619	B
1192	EF494380	B
1193	GU815632	B
1194	KU963952	B
1195	KY881820	B
1196	KJ173375	B
1197	AB219430	B
1198	KJ173360	B
1199	AB713527	B
1200	MF674383	B
1201	HQ700546	B
1202	MG571322	B
1203	KP148324	B
1204	KU964134	B
1205	KJ173355	B
1206	KP148323	B
1207	MF674506	B
1208	AB073841	B
1209	GU815723	B
1210	KU964251	B
1211	JQ707740	B
1212	KY470830	B
1213	KY881859	B
1214	GU815608	B
1215	KP148405	B
1216	KU963984	B
1217	KU964099	B
1218	LC349870	B
1219	KU963972	B
1220	KU964106	B
1221	GQ358141	B
1222	MG826153	B
1223	KY881949	B
1224	MG571371	B
1225	AB900107	B
1226	KX276804	B
1227	KT749820	B
1228	GU815670	B
1229	AB195934	B
1230	KX276784	B
1231	KU964286	B
1232	KP148362	B
1233	GQ924638	B
1234	KJ173386	B
1235	JX661470	B
1236	AB205121	B
1237	GU815703	B
1238	KC774408	B
1239	FJ386688	B
1240	GU815647	B
1241	KY881946	B
1242	AY206391	B
1243	KY881745	B
1244	KU963854	B
1245	KY881797	B
1246	KU963813	B
1247	KU963948	B
1248	AP011092	B
1249	KJ803787	B
1250	KU963808	B
1251	FJ899779	B
1252	MG571368	B
1253	AB010289	B
1254	GU815597	B
1255	MG571323	B
1256	KY470961	B
1257	KJ173422	B
1258	AB900104	B
1259	LC349877	B
1260	KU963947	B
1261	KC774409	B
1262	GU815676	B
1263	AB287317	B
1264	JQ429081	B
1265	GQ924617	B
1266	KY881783	B
1267	AP011089	B
1268	GU815715	B
1269	AY217359	B
1270	JX661478	B
1271	GU815650	B
1272	KY881722	B
1273	GU815569	B
1274	KY881789	B
1275	KY881798	B
1276	AY220698	B
1277	FJ562236	B
1278	AY220704	B
1279	KY881778	B
1280	KX276812	B
1281	GU815641	B
1282	JN792896	B
1283	JX661484	B
1284	KP659245	B
1285	MF674385	B
1286	JX026879	B
1287	AB246339	B
1288	KU963828	B
1289	GU434372	B
1290	KJ173398	B
1291	EU306702	B
1292	GU815651	B
1293	GU815680	B
1294	KC774379	B
1295	KC510656	B
1296	GU815583	B
1297	FJ899791	B
1298	KP659248	B
1299	FJ787439	C
1300	JF828930	C
1301	KF873526	C
1302	MF925395	C
1303	KU964070	C
1304	AB362932	C
1305	KP148492	C
1306	AB113879	C
1307	KY363284	C
1308	KY470987	C
1309	MF674467	C
1310	EU579442	C
1311	KU964037	C
1312	KR013848	C
1313	GQ924633	C
1314	AB670279	C
1315	KU964057	C
1316	KX765844	C
1317	AY066028	C
1318	KR013830	C
1319	KU679947	C
1320	FJ386639	C
1321	FJ787455	C
1322	DQ089782	C
1323	AB014371	C
1324	DQ993691	C
1325	KU963896	C
1326	AB670253	C
1327	GQ377578	C
1328	KR013798	C
1329	EU306714	C
1330	KJ803761	C
1331	KU964201	C
1332	KC774331	C
1333	EU579443	C
1334	HM011495	C
1335	FJ386611	C
1336	AF411412	C
1337	KC774326	C
1338	AB246346	C
1339	EU872000	C
1340	KJ598649	C
1341	KU964171	C
1342	KU964218	C
1343	KY881970	C
1344	KJ173436	C
1345	KU963906	C
1346	AB670267	C
1347	JQ027321	C
1348	KC774262	C
1349	EU939659	C
1350	AB014385	C
1351	LC279274	C
1352	KJ173319	C
1353	GQ377554	C
1354	AB222715	C
1355	AB195936	C
1356	KC774271	C
1357	HQ700575	C
1358	KC774279	C
1359	JF828922	C
1360	KJ803826	C
1361	KP148523	C
1362	GQ924636	C
1363	KY881889	C
1364	KC774354	C
1365	AB195931	C
1366	AB026812	C
1367	KU964214	C
1368	AB026813	C
1369	KJ598658	C
1370	KX765830	C
1371	JX870000	C
1372	KC774256	C
1373	KC774243	C
1374	KC774309	C
1375	KU964004	C
1376	HQ700563	C
1377	KY470933	C
1378	DQ993693	C
1379	KY881775	C
1380	KP148473	C
1381	KT987423	C
1382	D50520	C
1383	KC774280	C
1384	KU964074	C
1385	KJ598659	C
1386	DQ089775	C
1387	AB117758	C
1388	KC774337	C
1389	KC774327	C
1390	FJ562241	C
1391	EU916223	C
1392	KJ598753	C
1393	KJ598636	C
1394	GQ358158	C
1395	AF182803	C
1396	EU560438	C
1397	DQ089787	C
1398	KU964015	C
1399	KJ173394	C
1400	FJ562242	C
1401	KJ598666	C
1402	KY881927	C
1403	KY881941	C
1404	KY881928	C
1405	KX276840	C
1406	EF536066	C
1407	FJ386597	C
1408	KC774197	C
1409	AB014399	C
1410	AB111124	C
1411	FJ562318	C
1412	KJ598737	C
1413	KU964194	C
1414	AB113875	C
1415	KR013877	C
1416	KY881738	C
1417	AB670310	C
1418	KY881997	C
1419	KC875270	C
1420	KY470895	C
1421	KC774340	C
1422	GQ259588	C
1423	KC774237	C
1424	KU964035	C
1425	JX661490	C
1426	GQ377526	C
1427	AB670237	C
1428	FJ023641	C
1429	KU964332	C
1430	KU679936	C
1431	KJ410491	C
1432	KY470878	C
1433	KU963992	C
1434	KJ410511	C
1435	KY470901	C
1436	KR013820	C
1437	KU963910	C
1438	FJ386647	C
1439	FJ562330	C
1440	KP148464	C
1441	KX765820	C
1442	KY363278	C
1443	AB367401	C
1444	AF223956	C
1445	JX504546	C
1446	KU963908	C
1447	KR013875	C
1448	KC774352	C
1449	KU963891	C
1450	KC774283	C
1451	LC279257	C
1452	KY881772	C
1453	MF488703	C
