	sequence_id	cluster_id
75	MH035591	Paracanthopterygii
76	KX267060	Paracanthopterygii
77	KX266988	Paracanthopterygii
78	MH035510	Paracanthopterygii
79	MH061089	Paracanthopterygii
80	KX266970	Paracanthopterygii
81	KX267086	Paracanthopterygii
82	KX266999	Paracanthopterygii
83	KX267076	Paracanthopterygii
84	KX267050	Paracanthopterygii
85	MH061077	Paracanthopterygii
86	NC_008225	Paracanthopterygii
87	NC_012323	Paracanthopterygii
88	KX267072	Paracanthopterygii
89	KX266984	Paracanthopterygii
90	MH061051	Paracanthopterygii
91	KX267004	Paracanthopterygii
92	MH061064	Paracanthopterygii
93	MH035538	Paracanthopterygii
94	MH035513	Paracanthopterygii
95	LS999102	Paracanthopterygii
96	LS999105	Paracanthopterygii
97	KX267020	Paracanthopterygii
98	NC_013867	Paracanthopterygii
99	MH035539	Paracanthopterygii
100	MH035548	Paracanthopterygii
101	KX267041	Paracanthopterygii
102	KX266991	Paracanthopterygii
103	NC_008224	Paracanthopterygii
104	AP006738	Paracanthopterygii
105	KX267034	Paracanthopterygii
106	NC_013866	Paracanthopterygii
107	MH035531	Paracanthopterygii
108	KX267016	Paracanthopterygii
109	KX267026	Paracanthopterygii
110	MH061088	Paracanthopterygii
111	MH035597	Paracanthopterygii
112	KX267031	Paracanthopterygii
113	MH061049	Paracanthopterygii
114	MH035504	Paracanthopterygii
115	NC_013864	Paracanthopterygii
116	MH035529	Paracanthopterygii
117	MH061050	Paracanthopterygii
118	KX267014	Paracanthopterygii
119	KX266979	Paracanthopterygii
120	MH035584	Paracanthopterygii
121	KX267085	Paracanthopterygii
122	MH035590	Paracanthopterygii
123	KX267075	Paracanthopterygii
124	MH035556	Paracanthopterygii
125	NC_010122	Paracanthopterygii
126	AP006739	Paracanthopterygii
127	MH061048	Paracanthopterygii
128	KX266985	Paracanthopterygii
129	KX267078	Paracanthopterygii
130	AP004417	Paracanthopterygii
131	MH035528	Paracanthopterygii
132	MH035527	Paracanthopterygii
133	KX267039	Paracanthopterygii
134	MH018252	Paracanthopterygii
135	MH061087	Paracanthopterygii
136	KX266994	Paracanthopterygii
137	KX266992	Paracanthopterygii
138	KX267025	Paracanthopterygii
139	MH035595	Paracanthopterygii
140	KX267087	Paracanthopterygii
141	KX267066	Paracanthopterygii
142	MH061076	Paracanthopterygii
143	KX266975	Paracanthopterygii
144	AB182304	Paracanthopterygii
145	MH061100	Paracanthopterygii
146	MH035599	Paracanthopterygii
147	MH035537	Paracanthopterygii
148	NC_013865	Paracanthopterygii
149	MH061095	Paracanthopterygii
150	MH035533	Paracanthopterygii
151	KX267013	Paracanthopterygii
152	KX267089	Paracanthopterygii
153	KX267082	Paracanthopterygii
154	AP004407	Paracanthopterygii
155	NC_036931	Paracanthopterygii
156	MH061065	Paracanthopterygii
157	KX267021	Paracanthopterygii
158	MK386892	Paracanthopterygii
159	KX267061	Paracanthopterygii
160	NC_004384	Paracanthopterygii
161	AP004403	Paracanthopterygii
162	NC_004379	Paracanthopterygii
163	MH035507	Paracanthopterygii
164	MH061082	Paracanthopterygii
165	KX267083	Paracanthopterygii
166	NC_013886	Paracanthopterygii
167	NC_015097	Paracanthopterygii
168	NC_013869	Paracanthopterygii
169	KX267040	Paracanthopterygii
170	KX267042	Paracanthopterygii
171	KX266996	Paracanthopterygii
172	NC_010121	Paracanthopterygii
173	KX267080	Paracanthopterygii
174	MH061071	Paracanthopterygii
175	AP002928	Paracanthopterygii
176	MH035524	Paracanthopterygii
177	NC_013870	Paracanthopterygii
178	AB182302	Paracanthopterygii
179	MH035511	Paracanthopterygii
180	LS999099	Paracanthopterygii
181	AP002929	Paracanthopterygii
182	AP004406	Paracanthopterygii
183	KX267053	Paracanthopterygii
184	NC_008124	Paracanthopterygii
185	MH035598	Paracanthopterygii
186	NC_007395	Paracanthopterygii
187	AB182300	Paracanthopterygii
188	KX267032	Paracanthopterygii
189	MH061052	Paracanthopterygii
190	KX267074	Paracanthopterygii
191	KX266971	Paracanthopterygii
192	NC_013882	Paracanthopterygii
193	LS997673	Paracanthopterygii
194	MH035522	Paracanthopterygii
195	KX267046	Paracanthopterygii
196	KX267049	Paracanthopterygii
197	MH061069	Paracanthopterygii
198	KX267084	Paracanthopterygii
199	KX267048	Paracanthopterygii
200	MN122852	Paracanthopterygii
201	KX266973	Paracanthopterygii
202	NC_008222	Paracanthopterygii
203	MN240767	Paracanthopterygii
204	MF994812	Paracanthopterygii
205	NC_013880	Paracanthopterygii
206	MH061078	Paracanthopterygii
207	MH035585	Paracanthopterygii
208	MH035530	Paracanthopterygii
209	MH035596	Paracanthopterygii
210	MH061091	Paracanthopterygii
211	MH061047	Paracanthopterygii
212	KX266969	Paracanthopterygii
213	KX267027	Paracanthopterygii
214	AB094061	Paracanthopterygii
215	MH035502	Paracanthopterygii
216	MH061075	Paracanthopterygii
217	NC_004382	Paracanthopterygii
218	MH061090	Paracanthopterygii
219	MH061072	Paracanthopterygii
220	MH061073	Paracanthopterygii
221	KX267003	Paracanthopterygii
222	KX267009	Paracanthopterygii
223	NC_004380	Paracanthopterygii
224	AP008990	Paracanthopterygii
225	KX267005	Paracanthopterygii
226	KX267079	Paracanthopterygii
227	NC_013873	Paracanthopterygii
228	NC_045206	Paracanthopterygii
229	MH061059	Paracanthopterygii
230	NC_004373	Paracanthopterygii
231	NC_015102	Paracanthopterygii
232	MH035601	Paracanthopterygii
233	MH061055	Paracanthopterygii
234	MH035604	Paracanthopterygii
235	NC_004375	Paracanthopterygii
236	KJ020931	Paracanthopterygii
237	MH035508	Paracanthopterygii
238	DQ020497	Paracanthopterygii
239	KX267017	Paracanthopterygii
240	NC_004376	Paracanthopterygii
241	MH061083	Paracanthopterygii
242	MH061085	Paracanthopterygii
243	LS999103	Paracanthopterygii
244	KX267015	Paracanthopterygii
245	MH061054	Paracanthopterygii
246	KX267067	Paracanthopterygii
247	MH035587	Paracanthopterygii
248	MH035603	Paracanthopterygii
249	KC193766	Clupeomorpha
250	NC_009585	Clupeomorpha
251	MK771830	Clupeomorpha
252	MG251953	Clupeomorpha
253	KC193703	Clupeomorpha
254	NC_014271	Clupeomorpha
255	MG251962	Clupeomorpha
256	KC193768	Clupeomorpha
257	NC_039553	Clupeomorpha
258	JX625133	Clupeomorpha
259	KC193743	Clupeomorpha
260	KC193775	Clupeomorpha
261	KC193732	Clupeomorpha
262	KU665488	Clupeomorpha
263	KC193767	Clupeomorpha
264	KC193746	Clupeomorpha
265	KC193714	Clupeomorpha
266	KC193744	Clupeomorpha
267	NC_006917	Clupeomorpha
268	KC193725	Clupeomorpha
269	MG251961	Clupeomorpha
270	KC193682	Clupeomorpha
271	AB032554	Clupeomorpha
272	MG251969	Clupeomorpha
273	NC_014690	Clupeomorpha
274	KC193753	Clupeomorpha
275	KC466693	Clupeomorpha
276	KF765500	Clupeomorpha
277	KC193686	Clupeomorpha
278	KC193733	Clupeomorpha
279	MT753445	Clupeomorpha
280	KC193731	Clupeomorpha
281	NC_021446	Clupeomorpha
282	KU360510	Clupeomorpha
283	MG251937	Clupeomorpha
284	MH732975	Clupeomorpha
285	MG251968	Clupeomorpha
286	NC_006919	Clupeomorpha
287	KC193683	Clupeomorpha
288	NC_042684	Clupeomorpha
289	NC_042728	Clupeomorpha
290	KC193712	Clupeomorpha
291	KC193736	Clupeomorpha
292	NC_015109	Clupeomorpha
293	MH613715	Clupeomorpha
294	KC193716	Clupeomorpha
295	MK144335	Clupeomorpha
296	NC_009579	Clupeomorpha
297	NC_035874	Clupeomorpha
298	KC193722	Clupeomorpha
299	MG570463	Clupeomorpha
300	NC_009578	Clupeomorpha
301	MG570459	Clupeomorpha
302	MH465024	Clupeomorpha
303	MG251943	Clupeomorpha
304	MG251977	Clupeomorpha
305	KC193762	Clupeomorpha
306	KC193726	Clupeomorpha
307	MG251964	Clupeomorpha
308	KC193742	Clupeomorpha
309	AP006230	Clupeomorpha
310	KC193774	Clupeomorpha
311	MK391600	Clupeomorpha
312	MK050975	Clupeomorpha
313	MK134714	Clupeomorpha
314	KC193755	Clupeomorpha
315	KC193738	Clupeomorpha
316	KC193740	Clupeomorpha
317	KJ710625	Clupeomorpha
318	NC_009593	Clupeomorpha
319	MG570462	Clupeomorpha
320	MG570422	Clupeomorpha
321	HQ331537	Clupeomorpha
322	NC_028275	Clupeomorpha
323	KX096870	Clupeomorpha
324	MG570415	Clupeomorpha
325	MG251940	Clupeomorpha
326	NC_038196	Clupeomorpha
327	NC_041097	Clupeomorpha
328	MG251939	Clupeomorpha
329	NC_002616	Clupeomorpha
330	KC193713	Clupeomorpha
331	KC193756	Clupeomorpha
332	KP185129	Clupeomorpha
333	KC193777	Clupeomorpha
334	KC193739	Clupeomorpha
335	MH465028	Clupeomorpha
336	KC193710	Clupeomorpha
337	NC_003097	Clupeomorpha
338	NC_014276	Clupeomorpha
339	MG251949	Clupeomorpha
340	MF597091	Clupeomorpha
341	KC193699	Clupeomorpha
342	MF363002	Clupeomorpha
343	KC193717	Clupeomorpha
344	JX075099	Clupeomorpha
345	MG251978	Clupeomorpha
346	KC193697	Clupeomorpha
347	MG251979	Clupeomorpha
348	KC193719	Clupeomorpha
349	MG251975	Clupeomorpha
350	MH037012	Clupeomorpha
351	NC_014266	Clupeomorpha
352	MG570429	Clupeomorpha
353	KC193734	Clupeomorpha
354	KC193698	Clupeomorpha
355	KC193730	Clupeomorpha
356	KC193757	Clupeomorpha
357	KF938994	Clupeomorpha
358	NC_020468	Clupeomorpha
359	KC439458	Clupeomorpha
360	MH995532	Clupeomorpha
361	MG251950	Clupeomorpha
362	KU761588	Clupeomorpha
363	KM257636	Clupeomorpha
364	KC193695	Clupeomorpha
365	MG251972	Clupeomorpha
366	KC193689	Clupeomorpha
367	KY964441	Clupeomorpha
368	MG251938	Clupeomorpha
369	KC193724	Clupeomorpha
370	NC_009583	Clupeomorpha
371	KC193751	Clupeomorpha
372	NC_026912	Clupeomorpha
373	MH732976	Clupeomorpha
374	KC193705	Clupeomorpha
375	NC_042729	Clupeomorpha
376	KC193729	Clupeomorpha
377	MG251954	Clupeomorpha
378	MG251965	Clupeomorpha
379	NC_014268	Clupeomorpha
380	KC193735	Clupeomorpha
381	KC193723	Clupeomorpha
382	MF668229	Clupeomorpha
383	NC_044472	Clupeomorpha
384	NC_039819	Clupeomorpha
385	NC_014277	Clupeomorpha
386	NC_009592	Clupeomorpha
387	KC193749	Clupeomorpha
388	MG251980	Clupeomorpha
389	KC193759	Clupeomorpha
390	MH465023	Clupeomorpha
391	KC193771	Clupeomorpha
392	MN122931	Clupeomorpha
393	NC_009586	Clupeomorpha
394	KC193687	Clupeomorpha
395	KC193685	Clupeomorpha
396	KC193718	Clupeomorpha
397	KC193750	Clupeomorpha
398	MG251974	Clupeomorpha
399	MG251973	Clupeomorpha
400	KJ710626	Clupeomorpha
401	NC_009591	Clupeomorpha
402	KC193752	Clupeomorpha
403	KC193707	Clupeomorpha
404	KC193754	Clupeomorpha
405	MG251960	Clupeomorpha
406	NC_009580	Clupeomorpha
407	KC193758	Clupeomorpha
408	NC_008107	Clupeomorpha
409	KY769128	Clupeomorpha
410	NC_019644	Clupeomorpha
411	MG251946	Clupeomorpha
412	KC193721	Clupeomorpha
413	KC193711	Clupeomorpha
414	NC_021447	Clupeomorpha
415	NC_037131	Clupeomorpha
416	MG251944	Clupeomorpha
417	KC193706	Clupeomorpha
418	KC193737	Clupeomorpha
419	NC_023824	Clupeomorpha
420	MG251947	Clupeomorpha
421	AP006232	Clupeomorpha
422	KC193688	Clupeomorpha
423	MG251967	Clupeomorpha
424	MT801134	Clupeomorpha
425	KC193764	Clupeomorpha
426	MG251957	Clupeomorpha
427	KC193769	Clupeomorpha
428	KM276661	Clupeomorpha
429	MT471265	Clupeomorpha
430	KR000002	Clupeomorpha
431	KC193684	Clupeomorpha
432	NC_037017	Clupeomorpha
433	NC_035063	Clupeomorpha
434	MG251951	Clupeomorpha
435	MF536754	Clupeomorpha
436	KC193773	Clupeomorpha
437	NC_014264	Clupeomorpha
438	NC_009587	Clupeomorpha
439	MH011393	Clupeomorpha
440	MG251942	Clupeomorpha
441	MG251941	Clupeomorpha
442	KC193760	Clupeomorpha
443	KC193680	Clupeomorpha
444	KC193700	Clupeomorpha
445	KC193728	Clupeomorpha
446	NC_036672	Clupeomorpha
447	MF363003	Clupeomorpha
448	JQ753955	Clupeomorpha
449	NC_009577	Clupeomorpha
450	KC466691	Clupeomorpha
451	MH329246	Clupeomorpha
452	MT410920	Clupeomorpha
453	MG755269	Clupeomorpha
454	NC_009581	Clupeomorpha
455	KC193727	Clupeomorpha
456	NC_014269	Clupeomorpha
457	KC193770	Clupeomorpha
458	MG570434	Clupeomorpha
459	MG570439	Clupeomorpha
460	DQ536426	Clupeomorpha
461	MG251976	Clupeomorpha
462	NC_016695	Clupeomorpha
463	NC_018600	Clupeomorpha
464	MK400441	Clupeomorpha
465	MT764773	Clupeomorpha
466	MG251966	Clupeomorpha
467	KC193692	Clupeomorpha
468	KC193745	Clupeomorpha
469	NC_023538	Clupeomorpha
470	MG251981	Clupeomorpha
471	MH465025	Clupeomorpha
472	NC_014279	Clupeomorpha
473	NC_015076	Clupeomorpha
474	KC193715	Clupeomorpha
475	NC_009575	Clupeomorpha
476	KC193693	Clupeomorpha
477	NC_014265	Clupeomorpha
478	MG251956	Clupeomorpha
479	KC193720	Clupeomorpha
480	KC193761	Clupeomorpha
481	NC_009589	Clupeomorpha
482	AB040676	Clupeomorpha
483	KF056322	Clupeomorpha
484	NC_009582	Clupeomorpha
485	NC_009576	Clupeomorpha
486	MK029349	Clupeomorpha
487	MG570440	Clupeomorpha
488	MG251963	Clupeomorpha
489	KC193696	Clupeomorpha
490	NC_033407	Clupeomorpha
491	MN122923	Clupeomorpha
492	NC_043853	Clupeomorpha
493	AP006229	Clupeomorpha
494	NC_037016	Clupeomorpha
495	MG251948	Clupeomorpha
496	KC193708	Clupeomorpha
497	KM363243	Clupeomorpha
498	KC193701	Clupeomorpha
499	KY250421	Protacanthopterygii
500	NC_028198	Protacanthopterygii
501	JQ661458	Protacanthopterygii
502	MF621754	Protacanthopterygii
503	KJ866481	Protacanthopterygii
504	NC_015244	Protacanthopterygii
505	JQ661471	Protacanthopterygii
506	NC_026566	Protacanthopterygii
507	KM361633	Protacanthopterygii
508	NC_004593	Protacanthopterygii
509	NC_012929	Protacanthopterygii
510	MF621737	Protacanthopterygii
511	JQ661426	Protacanthopterygii
512	MK695624	Protacanthopterygii
513	NC_009262	Protacanthopterygii
514	MN394784	Protacanthopterygii
515	MF621759	Protacanthopterygii
516	MK258084	Protacanthopterygii
517	NC_020765	Protacanthopterygii
518	MF621753	Protacanthopterygii
519	MN394789	Protacanthopterygii
520	NC_027408	Protacanthopterygii
521	NC_042393	Protacanthopterygii
522	KX421785	Protacanthopterygii
523	KF692113	Protacanthopterygii
524	JQ661480	Protacanthopterygii
525	KJ499917	Protacanthopterygii
526	JQ661456	Protacanthopterygii
527	MK234844	Protacanthopterygii
528	HM106489	Protacanthopterygii
529	JQ661434	Protacanthopterygii
530	JQ661383	Protacanthopterygii
531	JQ661462	Protacanthopterygii
532	EU124682	Protacanthopterygii
533	NC_004599	Protacanthopterygii
534	HM804473	Protacanthopterygii
535	NC_025648	Protacanthopterygii
536	JQ661472	Protacanthopterygii
537	MF621747	Protacanthopterygii
538	JQ661465	Protacanthopterygii
539	JQ661459	Protacanthopterygii
540	JQ686730	Protacanthopterygii
541	JQ661457	Protacanthopterygii
542	KY078220	Protacanthopterygii
543	JQ661447	Protacanthopterygii
544	NC_026455	Protacanthopterygii
545	JQ661391	Protacanthopterygii
546	MK234847	Protacanthopterygii
547	MF621751	Protacanthopterygii
548	JQ661475	Protacanthopterygii
549	MN957796	Protacanthopterygii
550	NC_026537	Protacanthopterygii
551	JQ661397	Protacanthopterygii
552	MN530959	Protacanthopterygii
553	JQ661484	Protacanthopterygii
554	JQ661414	Protacanthopterygii
555	JQ661396	Protacanthopterygii
556	MF621743	Protacanthopterygii
557	HQ897271	Protacanthopterygii
558	JQ390057	Protacanthopterygii
559	NC_025576	Protacanthopterygii
560	MN530960	Protacanthopterygii
561	MH370837	Protacanthopterygii
562	MH370836	Protacanthopterygii
563	DQ288268	Protacanthopterygii
564	KY078216	Protacanthopterygii
565	JQ661405	Protacanthopterygii
566	DQ288269	Protacanthopterygii
567	MK695626	Protacanthopterygii
568	JQ661443	Protacanthopterygii
569	JQ661421	Protacanthopterygii
570	JX524196	Protacanthopterygii
571	KJ816316	Protacanthopterygii
572	KJ645978	Protacanthopterygii
573	KP085590	Protacanthopterygii
574	NC_016426	Protacanthopterygii
575	NC_031372	Protacanthopterygii
576	MN530963	Protacanthopterygii
577	NC_029157	Protacanthopterygii
578	EF055889	Protacanthopterygii
579	NC_020760	Protacanthopterygii
580	JQ675732	Protacanthopterygii
581	NC_024109	Protacanthopterygii
582	MT410880	Protacanthopterygii
583	NC_020761	Protacanthopterygii
584	NC_008747	Protacanthopterygii
585	NC_002646	Protacanthopterygii
586	KP218514	Protacanthopterygii
587	KJ816315	Protacanthopterygii
588	KU523579	Protacanthopterygii
589	KJ711550	Protacanthopterygii
590	KT867089	Protacanthopterygii
591	KJ866482	Protacanthopterygii
592	NC_030175	Protacanthopterygii
593	JQ661442	Protacanthopterygii
594	NC_022455	Protacanthopterygii
595	JQ661483	Protacanthopterygii
596	KP306787	Protacanthopterygii
597	NC_002980	Protacanthopterygii
598	JQ661385	Protacanthopterygii
599	KT634053	Protacanthopterygii
600	JQ661452	Protacanthopterygii
601	JQ661390	Protacanthopterygii
602	KU674352	Protacanthopterygii
603	NC_045226	Protacanthopterygii
604	JQ390059	Protacanthopterygii
605	JQ661388	Protacanthopterygii
606	MF621762	Protacanthopterygii
607	JQ661395	Protacanthopterygii
608	EF105342	Protacanthopterygii
609	JQ661468	Protacanthopterygii
610	MK695623	Protacanthopterygii
611	NC_042195	Protacanthopterygii
612	KM588351	Protacanthopterygii
613	JQ661384	Protacanthopterygii
614	JQ661419	Protacanthopterygii
615	NC_028282	Protacanthopterygii
616	JQ661469	Protacanthopterygii
617	MF621756	Protacanthopterygii
618	MK270623	Protacanthopterygii
619	NC_027409	Protacanthopterygii
620	JQ661485	Protacanthopterygii
621	KP013107	Protacanthopterygii
622	JQ661394	Protacanthopterygii
623	NC_004598	Protacanthopterygii
624	KU674353	Protacanthopterygii
625	JQ661455	Protacanthopterygii
626	AF133701	Protacanthopterygii
627	AP006231	Protacanthopterygii
628	NC_029216	Protacanthopterygii
629	MH636617	Protacanthopterygii
630	NC_024032	Protacanthopterygii
631	JQ390061	Protacanthopterygii
632	JQ661449	Protacanthopterygii
633	JQ661402	Protacanthopterygii
634	NC_010959	Protacanthopterygii
635	EF455489	Protacanthopterygii
636	EF126369	Protacanthopterygii
637	MK234846	Protacanthopterygii
638	MK695627	Protacanthopterygii
639	MN394787	Protacanthopterygii
640	KU530206	Protacanthopterygii
641	MF621764	Protacanthopterygii
642	MK258080	Protacanthopterygii
643	MH027384	Protacanthopterygii
644	JQ661467	Protacanthopterygii
645	NC_024674	Protacanthopterygii
646	NC_037502	Protacanthopterygii
647	MF621746	Protacanthopterygii
648	KY078219	Protacanthopterygii
649	MN530961	Protacanthopterygii
650	JQ661401	Protacanthopterygii
651	JQ661450	Protacanthopterygii
652	MF621742	Protacanthopterygii
653	KJ711549	Protacanthopterygii
654	KT824877	Protacanthopterygii
655	KF758446	Protacanthopterygii
656	KF974451	Protacanthopterygii
657	MF621749	Protacanthopterygii
658	KF974452	Protacanthopterygii
659	EU124683	Protacanthopterygii
660	JQ661479	Protacanthopterygii
661	MF621761	Protacanthopterygii
662	MF680544	Protacanthopterygii
663	JQ661487	Protacanthopterygii
664	MN394786	Protacanthopterygii
665	MF621748	Protacanthopterygii
666	MK258083	Protacanthopterygii
667	NC_037399	Protacanthopterygii
668	KJ746618	Protacanthopterygii
669	JQ661386	Protacanthopterygii
670	NC_029156	Protacanthopterygii
671	NC_001960	Protacanthopterygii
672	NC_002734	Protacanthopterygii
673	AP010773	Protacanthopterygii
674	JQ661382	Protacanthopterygii
675	MF621750	Protacanthopterygii
676	DQ864464	Protacanthopterygii
677	KJ730524	Protacanthopterygii
678	MF621757	Protacanthopterygii
679	NC_018342	Protacanthopterygii
680	MH003641	Protacanthopterygii
681	KP013084	Protacanthopterygii
682	JQ661464	Protacanthopterygii
683	MG940853	Protacanthopterygii
684	KT633607	Protacanthopterygii
685	NC_010007	Protacanthopterygii
686	NC_021651	Protacanthopterygii
687	NC_001717	Protacanthopterygii
688	KX421784	Protacanthopterygii
689	JQ661474	Protacanthopterygii
690	NC_022456	Protacanthopterygii
691	JQ661413	Protacanthopterygii
692	JQ661411	Protacanthopterygii
693	NC_015242	Protacanthopterygii
694	KJ866485	Protacanthopterygii
695	MF621739	Protacanthopterygii
696	JQ661420	Protacanthopterygii
697	HM106491	Protacanthopterygii
698	NC_015246	Protacanthopterygii
699	MF621760	Protacanthopterygii
700	JQ661423	Protacanthopterygii
701	JQ390062	Protacanthopterygii
702	DQ858456	Protacanthopterygii
703	KU674354	Protacanthopterygii
704	JQ661473	Protacanthopterygii
705	MK234845	Protacanthopterygii
706	NC_006897	Protacanthopterygii
707	JQ661407	Protacanthopterygii
708	NC_046708	Protacanthopterygii
709	MF621740	Protacanthopterygii
710	NC_045227	Protacanthopterygii
711	JQ661470	Protacanthopterygii
712	JQ661430	Protacanthopterygii
713	HM106493	Protacanthopterygii
714	KY078218	Protacanthopterygii
715	DQ288271	Protacanthopterygii
716	MF621767	Protacanthopterygii
717	JQ661389	Protacanthopterygii
718	JQ661440	Protacanthopterygii
719	NC_004592	Protacanthopterygii
720	MH003640	Protacanthopterygii
721	JQ661422	Protacanthopterygii
722	JQ390055	Protacanthopterygii
723	JQ661482	Protacanthopterygii
724	NC_020764	Protacanthopterygii
725	NC_024585	Protacanthopterygii
726	MH238074	Protacanthopterygii
727	MN530962	Protacanthopterygii
728	KJ866484	Protacanthopterygii
729	JQ661387	Protacanthopterygii
730	KP170510	Protacanthopterygii
731	MK258078	Protacanthopterygii
732	KT266870	Protacanthopterygii
733	MF621758	Protacanthopterygii
734	JQ661441	Protacanthopterygii
735	NC_027411	Protacanthopterygii
736	FJ853655	Protacanthopterygii
737	DQ288270	Protacanthopterygii
738	U12143	Protacanthopterygii
739	MH301056	Protacanthopterygii
740	KT867088	Protacanthopterygii
741	JQ661424	Protacanthopterygii
742	JQ661403	Protacanthopterygii
743	MH636616	Protacanthopterygii
744	MH301057	Protacanthopterygii
745	JQ390056	Protacanthopterygii
746	NC_009263	Protacanthopterygii
747	AF154851	Protacanthopterygii
748	JQ661392	Protacanthopterygii
749	KU668568	Ostariophysi
750	NC_028511	Ostariophysi
751	KF640234	Ostariophysi
752	KY747394	Ostariophysi
753	KJ729094	Ostariophysi
754	KP795444	Ostariophysi
755	DQ026433	Ostariophysi
756	JQ844133	Ostariophysi
757	KU986659	Ostariophysi
758	KM668070	Ostariophysi
759	NC_008657	Ostariophysi
760	NC_022678	Ostariophysi
761	NC_033952	Ostariophysi
762	KF739398	Ostariophysi
763	NC_029448	Ostariophysi
764	MG570407	Ostariophysi
765	KJ746943	Ostariophysi
766	JQ231114	Ostariophysi
767	KM186182	Ostariophysi
768	NC_007885	Ostariophysi
769	AP012026	Ostariophysi
770	NC_018043	Ostariophysi
771	AP009059	Ostariophysi
772	MF687116	Ostariophysi
773	NC_027661	Ostariophysi
774	JX220892	Ostariophysi
775	KP993137	Ostariophysi
776	NC_028434	Ostariophysi
777	NC_011161	Ostariophysi
778	KJ729088	Ostariophysi
779	KY406745	Ostariophysi
780	KC513575	Ostariophysi
781	AB054125	Ostariophysi
782	NC_013702	Ostariophysi
783	NC_022931	Ostariophysi
784	NC_029159	Ostariophysi
785	NC_032035	Ostariophysi
786	NC_035994	Ostariophysi
787	NC_020356	Ostariophysi
788	JN607253	Ostariophysi
789	KM186181	Ostariophysi
790	KC526217	Ostariophysi
791	NC_020005	Ostariophysi
792	MN709617	Ostariophysi
793	KT851549	Ostariophysi
794	KF534726	Ostariophysi
795	KY126320	Ostariophysi
796	KJ502112	Ostariophysi
797	KJ476998	Ostariophysi
798	KJ609181	Ostariophysi
799	MG171194	Ostariophysi
800	NC_046445	Ostariophysi
801	NC_028175	Ostariophysi
802	KC351895	Ostariophysi
803	NC_015753	Ostariophysi
804	NC_008663	Ostariophysi
805	NC_033403	Ostariophysi
806	NC_028072	Ostariophysi
807	MK852686	Ostariophysi
808	KT991436	Ostariophysi
809	MH285821	Ostariophysi
810	NC_037012	Ostariophysi
811	KP993136	Ostariophysi
812	KJ746961	Ostariophysi
813	NC_033958	Ostariophysi
814	MG938589	Ostariophysi
815	NC_019995	Ostariophysi
816	NC_015816	Ostariophysi
817	KF537571	Ostariophysi
818	KY131976	Ostariophysi
819	KX829026	Ostariophysi
820	NC_022182	Ostariophysi
821	MF805814	Ostariophysi
822	NC_017611	Ostariophysi
823	NC_011141	Ostariophysi
824	KJ830772	Ostariophysi
825	KP013114	Ostariophysi
826	MN841274	Ostariophysi
827	KJ746945	Ostariophysi
