	sequence_id	cluster_id
172	NC_021394	Siluriformes
173	NC_014859	Siluriformes
174	MG570460	Siluriformes
175	MN641874	Siluriformes
176	NC_045214	Siluriformes
177	NC_015749	Siluriformes
178	KP090205	Siluriformes
179	NC_021600	Siluriformes
180	MG587041	Siluriformes
181	NC_026544	Siluriformes
182	JQ734476	Siluriformes
183	KJ496300	Siluriformes
184	KX164404	Siluriformes
185	NC_041443	Siluriformes
186	AP006768	Siluriformes
187	MN396887	Siluriformes
188	HM355585	Siluriformes
189	KP872697	Siluriformes
190	NC_049095	Siluriformes
191	KJ494387	Siluriformes
192	KC572134	Siluriformes
193	MF583740	Siluriformes
194	NC_030538	Siluriformes
195	NC_023976	Siluriformes
196	NC_029160	Siluriformes
197	KT983411	Siluriformes
198	MT396945	Siluriformes
199	NC_049096	Siluriformes
200	KX347977	Siluriformes
201	NC_039895	Siluriformes
202	JQ714035	Siluriformes
203	KP872684	Siluriformes
204	NC_046749	Siluriformes
205	KU160626	Siluriformes
206	KT809508	Siluriformes
207	JF895472	Siluriformes
208	NC_030188	Siluriformes
209	KY710750	Siluriformes
210	NC_039894	Siluriformes
211	KC572135	Siluriformes
212	NC_021407	Siluriformes
213	NC_015745	Siluriformes
214	KY767672	Siluriformes
215	NC_049098	Siluriformes
216	MF621721	Siluriformes
217	NC_015809	Siluriformes
218	JQ026250	Siluriformes
219	MN807278	Siluriformes
220	KP090204	Siluriformes
221	KM577633	Siluriformes
222	NC_039702	Siluriformes
223	KP872690	Siluriformes
224	NC_021608	Siluriformes
225	NC_021605	Siluriformes
226	MH324424	Siluriformes
227	MN082047	Siluriformes
228	NC_014261	Siluriformes
229	KR075136	Siluriformes
230	KT202282	Siluriformes
231	KP872686	Siluriformes
232	JQ343984	Siluriformes
233	NC_015837	Siluriformes
234	MK617319	Siluriformes
235	NC_015743	Siluriformes
236	MN096580	Siluriformes
237	MG570465	Siluriformes
238	CM018571	Siluriformes
239	NC_045188	Siluriformes
240	NC_037715	Characiformes
241	NC_026195	Characiformes
242	NC_044970	Characiformes
243	NC_026873	Characiformes
244	KM245046	Characiformes
245	MH358336	Characiformes
246	KP013092	Characiformes
247	NC_015750	Characiformes
248	AB054129	Characiformes
249	KX609386	Characiformes
250	AP011987	Characiformes
251	KY358755	Characiformes
252	AP011994	Characiformes
253	AP011982	Characiformes
254	NC_025767	Characiformes
255	MF805815	Characiformes
256	KJ993871	Characiformes
257	KU523584	Characiformes
258	MT428071	Characiformes
259	NC_034281	Characiformes
260	AP011988	Characiformes
261	NC_031380	Characiformes
262	AP011983	Characiformes
263	MH636341	Characiformes
264	NC_050876	Characiformes
265	KU980144	Characiformes
266	AP011981	Characiformes
267	NC_015753	Characiformes
268	MT428074	Characiformes
269	MH358335	Characiformes
270	NC_015816	Characiformes
271	NC_028279	Characiformes
272	MF805814	Characiformes
273	AP006766	Characiformes
274	KM245045	Characiformes
275	KM245047	Characiformes
276	MT769327	Characiformes
277	NC_039114	Characiformes
278	NC_025315	Characiformes
279	AP012000	Characiformes
280	KM245044	Characiformes
281	NC_015805	Characiformes
282	NC_024940	Characiformes
283	AP006765	Characiformes
284	NC_027946	Characiformes
285	KP025764	Characiformes
286	NC_024938	Characiformes
287	NC_015755	Characiformes
288	KR014816	Characiformes
289	AB861475	Characiformes
290	AB054130	Characiformes
291	LC074360	Characiformes
292	MH921292	Characiformes
293	NC_039115	Characiformes
294	MH668154	Characiformes
295	AB898197	Characiformes
296	MT428068	Characiformes
297	NC_015751	Characiformes
298	AB070207	Characiformes
299	NC_004700	Characiformes
300	KY358756	Characiformes
301	KY825192	Characiformes
302	AP011991	Characiformes
303	NC_043904	Characiformes
304	KY825189	Characiformes
305	AP011993	Characiformes
306	NC_024941	Characiformes
307	KY358754	Characiformes
308	NC_015801	Characiformes
309	AP011997	Characiformes
310	MT428073	Characiformes
311	NC_037712	Characiformes
312	NC_015836	Characiformes
313	KY296449	Characiformes
314	NC_024939	Characiformes
315	MT428069	Characiformes
316	AP011992	Characiformes
317	KR014817	Characiformes
318	NC_042882	Characiformes
319	NC_039113	Characiformes
320	KP025763	Characiformes
321	AP011995	Characiformes
322	KP188830	Characiformes
323	KM886569	Characiformes
324	NC_033860	Characiformes
325	NC_015834	Characiformes
326	NC_025951	Characiformes
327	AP011998	Characiformes
328	KP027535	Characiformes
329	AP011996	Characiformes
330	NC_015840	Characiformes
331	MT185596	Characiformes
332	KM677190	Characiformes
333	KT783482	Characiformes
334	NC_022724	Characiformes
335	AP011999	Characiformes
336	KM435146	Characiformes
337	MH998225	Characiformes
338	AP011986	Characiformes
339	AP011989	Characiformes
340	AP011985	Characiformes
341	KY825190	Characiformes
342	MK263671	Characiformes
343	NC_015752	Characiformes
344	NC_027690	Characiformes
345	NC_015813	Characiformes
346	AB070242	Characiformes
347	MH358334	Characiformes
348	MT428072	Characiformes
349	NC_015819	Characiformes
350	MN861079	Characiformes
351	NC_034945	Characiformes
352	MT428070	Characiformes
353	NC_025950	Characiformes
354	MT428067	Characiformes
355	NC_027689	Characiformes
356	KY358753	Characiformes
357	CM026751	Characiformes
358	NC_044969	Characiformes
359	NC_004699	Characiformes
360	KY825191	Characiformes
361	AP011990	Characiformes
362	AP011984	Characiformes
