	sequence_id	cluster_id
169	KF648188	H1N1
170	MN168295	H1N1
171	MG983509	H1N1
172	HM189337	H1N1
173	MT232781	H1N1
174	CY172729	H1N1
175	KC139728	H1N1
176	CY071628	H1N1
177	CY084931	H1N1
178	CY056038	H1N1
179	KC891434	H1N1
180	KX518681	H1N1
181	CY115864	H1N1
182	CY089085	H1N1
183	MK358911	H1N1
184	KC780659	H1N1
185	KX408645	H1N1
186	JX869496	H1N1
187	CY074477	H1N1
188	CY086420	H1N1
189	FJ687020	H1N1
190	KY925364	H1N1
191	KF001450	H5N1
192	GQ184271	H5N1
193	KC616505	H5N1
194	CY014470	H5N1
195	JQ794480	H5N1
196	KT362024	H5N1
197	MF112753	H5N1
198	KU715883	H5N1
199	DQ676836	H5N1
200	EF124236	H5N1
201	CY062465	H5N1
202	AB239318	H5N1
203	JX826577	H5N1
204	DQ997157	H5N1
205	AB212282	H5N1
206	KP097974	H5N1
207	AY651469	H5N1
208	EU146885	H5N1
209	KP336333	H5N1
210	EF124203	H5N1
211	AB525193	H5N1
212	KP336328	H5N1
213	KF597849	H5N1
214	MK386816	H5N1
215	KX960185	H5N1
216	KJ682257	H5N1
217	AY854191	H5N1
218	KM821685	H5N1
219	AY555152	H5N1
220	CY098718	H5N1
221	CY057197	H5N1
222	EF222324	H5N1
223	DQ493028	H5N1
224	CY098407	H5N1
225	AY676044	H5N1
226	EU146633	H5N1
227	MF112756	H5N1
228	GQ355845	H5N1
229	KU311524	H5N1
230	KF888548	H5N1
231	DQ493066	H5N1
232	MK046090	H5N1
233	JX420136	H5N1
234	LC167688	H5N1
235	HQ677024	H5N1
236	DQ659324	H5N1
237	AM911073	H5N1
238	CY103828	H5N1
239	KY635494	H5N1
240	AY585405	H5N1
241	KU042803	H5N1
242	CY041944	H5N1
243	DQ493063	H5N1
244	HM172173	H5N1
245	AF216714	H5N1
246	KM392418	H5N1
247	CY017037	H5N1
248	GU186787	H5N1
249	HM172208	H5N1
250	KU311556	H5N1
251	JF732738	H5N1
252	GQ917228	H5N1
253	HQ185383	H5N1
254	KU971366	H5N1
255	AB239325	H5N1
256	KU042802	H5N1
257	JQ983356	H5N1
258	FM165532	H5N1
259	CY098683	H5N1
260	AB684120	H5N1
261	MK981195	H5N1
262	DQ659325	H5N1
263	CY020631	H5N1
264	CY098368	H5N1
265	JF699676	H5N1
266	KR732481	H5N1
267	CY098605	H5N1
268	KP055075	H5N1
269	HM172184	H5N1
270	CY068907	H5N1
271	MF112747	H5N1
272	KF881410	H5N1
273	JX013486	H5N1
274	JX826576	H5N1
275	MG042322	H5N1
276	JF758758	H5N1
277	CY028718	H5N1
278	HM172189	H5N1
279	AB593449	H5N1
280	KF462363	H5N1
281	GU252832	H5N1
282	AB972693	H5N1
283	FJ750814	H5N1
284	KT361968	H5N1
285	CY111067	H5N1
286	KF001422	H5N1
287	KY170953	H5N1
288	FR687260	H5N1
289	EU930934	H5N1
290	KX160149	H5N1
291	LC497227	H5N1
292	AB517664	H5N1
293	CY116648	H5N1
294	FJ812000	H5N1
295	EF112330	H5N1
296	FJ602861	H5N1
297	MN046336	H5N1
298	EU152219	H5N1
299	JX420128	H5N1
300	CY030939	H5N1
301	AY651461	H5N1
302	FJ602853	H5N1
303	EF112331	H5N1
304	GU046719	H5N1
305	CY098840	H5N1
306	KT361928	H5N1
307	KF001414	H5N1
308	EF112324	H5N1
309	KX513125	H5N1
310	KM821655	H5N1
311	KT220531	H5N1
312	MH546333	H5N1
313	FJ445228	H5N1
314	EU233685	H5N1
315	CY030891	H5N1
316	KM821653	H5N1
317	KJ682299	H5N1
318	MH285308	H5N1
319	KF881634	H5N1
320	LC167760	H5N1
321	KP097947	H5N1
322	CY146702	H5N1
323	AF084271	H5N1
324	MF112755	H5N1
325	JN646732	H5N1
326	EF124337	H5N1
327	MG042409	H5N1
328	CY016286	H5N1
329	DQ094292	H5N1
330	LC500384	H5N1
331	CY098311	H5N1
332	AB807755	H5N1
333	CY030979	H5N1
334	EU146921	H5N1
335	GU052528	H5N1
336	HQ200594	H5N1
337	AY741220	H5N1
338	JQ673613	H5N1
339	DQ094287	H5N1
340	MK046684	H5N1
341	KY415705	H5N1
342	MG668917	H5N1
343	FJ461631	H5N1
344	DQ990005	H5N1
345	CY103802	H5N1
346	MN209584	H5N1
347	EU401797	H5N1
348	CY029950	H5N1
349	KT165364	H5N1
350	GQ184285	H5N1
351	DQ095669	H5N1
352	CY062445	H5N1
353	CY034722	H5N1
354	DQ236078	H5N1
355	FJ811998	H5N1
356	EF541465	H5N1
357	KP336314	H5N1
358	JQ966929	H5N1
359	AY684708	H5N1
360	KP638524	H5N1
361	MF112840	H5N1
362	GU477541	H5N1
363	EF124200	H5N1
364	CY053327	H5N1
365	KY171272	H5N1
366	MF112832	H5N1
367	KF881597	H5N1
368	KT165367	H5N1
369	EU146650	H5N1
370	LC167776	H5N1
371	MT090499	H5N1
372	CY029484	H5N1
373	CY126250	H5N1
374	KX513192	H5N1
375	FJ390029	H5N1
376	CY110740	H5N1
377	HQ200520	H5N1
378	KY171464	H5N1
379	CY021495	H7N3
380	KU290142	H7N3
381	CY205181	H7N3
382	AY207511	H7N3
383	KP417035	H7N3
384	KP416776	H7N3
385	CY039337	H7N3
386	CY004407	H7N3
387	KY013820	H7N3
388	MH628028	H7N3
389	JX317626	H7N3
390	CY128716	H7N3
391	AB472025	H7N3
392	KJ522763	H7N3
393	GU052893	H7N3
394	CY035825	H7N3
395	GQ921324	H7N3
396	KP416857	H7N3
397	KY551397	H7N3
398	MH503063	H7N3
399	MK979034	H7N3
400	CY094463	H7N3
401	MH502846	H7N3
402	AY207520	H7N3
403	KY551201	H7N3
404	KY551421	H7N3
405	MN207986	H7N3
406	CY185435	H7N3
407	CY102977	H7N3
408	KU290049	H7N3
409	MN702967	H7N3
410	MH598264	H7N3
411	CY204892	H7N3
412	KX351967	H7N3
413	MN207997	H7N3
414	KP416726	H7N3
415	EU500862	H7N3
416	AY650272	H7N3
417	KY551209	H7N3
418	GU052901	H7N3
419	MK559302	H7N3
420	CY166997	H7N3
421	AY207507	H7N3
422	KF259607	H7N3
423	KU290041	H7N3
424	MG279936	H7N3
425	HM150738	H7N3
426	CY021359	H7N3
427	MG279968	H7N3
428	AB276110	H7N3
429	KU289764	H7N3
430	CY036769	H7N3
431	CY021487	H7N3
432	KY014054	H7N3
433	CY185839	H7N3
434	KY551247	H7N3
435	CY028662	H7N3
436	EU743009	H7N3
437	DQ017503	H7N3
438	FJ577528	H7N3
439	KU289748	H7N3
440	CY141728	H7N3
441	HM346519	H7N3
442	KU290214	H7N3
443	CY190269	H7N3
444	KP416702	H7N3
445	CY141784	H7N3
446	KF042068	H7N3
447	AY207515	H7N3
448	EU030986	H7N3
449	CY005890	H7N3
450	CY095564	H7N3
451	MH501587	H7N3
452	GU053025	H7N3
453	KY551073	H7N3
454	HM346495	H7N3
455	KY013859	H7N3
456	CY205189	H7N3
457	KY013812	H7N3
458	KU289889	H7N3
459	CY020591	H7N3
460	JQ906584	H7N3
461	MK559790	H7N3
462	CY133316	H7N3
463	HM346511	H7N3
464	JF758770	H7N3
465	HM150744	H7N3
466	CY203912	H7N3
467	CY021503	H7N3
468	KY013875	H7N3
469	CY102706	H7N3
470	CY207239	H7N3
471	AY207519	H7N3
472	MH500984	H7N3
473	MK979026	H7N3
474	MK627703	H7N3
475	CY101613	H7N3
476	JX679161	H7N3
477	KY551185	H7N3
478	CY129336	H7N3
479	KU289961	H7N3
480	CY076818	H7N3
481	KP416718	H7N3
482	CY036793	H7N3
483	MN937800	H7N3
484	MH251188	H7N3
485	KU289812	H7N3
486	CY185847	H7N3
487	KU290237	H7N3
488	MH578826	H7N3
489	CY205173	H7N3
490	CY020887	H7N3
491	KF259599	H7N3
492	KX289637	H7N3
493	JQ906581	H7N3
494	KY013758	H7N3
495	KF042067	H7N3
496	KY013790	H7N3
497	CY203952	H7N3
498	MH503039	H7N3
499	CY031613	H7N3
500	CY185855	H7N3
501	KU289772	H7N3
502	KU290303	H7N3
503	CY203928	H7N3
504	FJ577544	H7N3
505	KU290182	H7N3
506	KP416742	H7N3
507	AY303639	H7N3
508	KP416817	H7N3
509	MG280205	H7N3
510	CY185831	H7N3
511	CY036777	H7N3
512	KX101147	H7N3
513	CY185731	H7N3
514	MH734819	H7N3
515	AY303643	H7N3
516	CY144294	H7N3
517	MF146412	H7N3
518	KU290230	H7N3
519	KY551405	H7N3
520	KX297772	H7N3
521	KF259612	H7N3
522	KY551223	H7N3
523	KU290190	H7N3
524	CY204933	H7N3
525	AY207504	H7N3
526	MN179385	H7N3
527	KY551193	H7N3
528	CY185763	H7N3
529	MG280282	H7N3
530	KY284408	H7N3
531	CY141704	H7N3
532	KT887293	H7N3
533	FJ638320	H7N3
534	CY005017	H7N3
535	CY203984	H7N3
536	KY550741	H7N3
537	DQ525412	H7N3
538	MN208042	H7N3
539	MH502854	H7N3
540	KY551025	H7N3
541	MH412402	H7N3
542	CY133731	H7N3
543	KU290110	H7N3
544	MH251189	H7N3
545	KU289905	H7N3
546	KY013978	H7N3
547	GU053081	H7N3
548	KU290033	H7N3
549	CY144310	H7N3
550	CY190237	H7N3
551	KY551177	H7N3
552	CY190253	H7N3
553	MH578977	H7N3
554	CY005052	H7N3
555	KX351721	H7N3
556	KY550930	H7N3
557	CY025079	H7N3
558	MK237458	H7N3
559	KP416841	H7N3
560	KF259605	H7N3
561	CY022687	H7N3
562	CY133039	H7N3
563	CY047013	H7N3
564	CY133179	H7N3
565	CY180646	H7N3
566	CY075983	H7N3
567	MG591687	H7N3
568	MK637327	H7N3
569	MN208013	H7N3
570	KU289860	H7N3
571	CY022759	H7N3
572	CY116957	H2N2
573	AY209921	H2N2
574	CY032247	H2N2
575	KY272861	H2N2
576	AY209896	H2N2
577	AB124655	H2N2
578	HM204769	H2N2
579	CY014823	H2N2
580	AY209911	H2N2
581	CY125848	H2N2
582	CY034054	H2N2
583	CY067274	H2N2
584	CY125840	H2N2
585	CY121929	H2N2
586	AY209903	H2N2
587	CY077906	H2N2
588	CY032239	H2N2
589	CY077788	H2N2
590	CY035080	H2N2
591	LC371844	H2N2
592	CY116965	H2N2
593	KY272976	H2N2
594	CY020415	H2N2
595	MK327744	H2N2
596	AB472017	H2N2
597	DQ017496	H2N2
598	EU735812	H2N2
599	AY209931	H2N2
600	CY021791	H2N2
601	CY087794	H2N2
602	CY034928	H2N2
603	CY121977	H2N2
604	CY005540	H2N2
605	CY125824	H2N2
606	AY209897	H2N2
607	AY209930	H2N2
608	AY209906	H2N2
609	KP098410	H2N2
610	AY209899	H2N2
611	AY209933	H2N2
612	CY191013	H2N2
613	CY125872	H2N2
614	AY209926	H2N2
615	AB276116	H2N2
616	AB745485	H2N2
617	CY020551	H2N2
618	KP098394	H2N2
619	AB296075	H2N2
620	CY020391	H2N2
621	CY133458	H2N2
622	M18650	H2N2
623	AY209929	H2N2
624	CY125912	H2N2
625	CY205029	H2N2
626	GU050726	H2N2
627	CY020383	H2N2
628	AY209895	H2N2
629	KP098426	H2N2
630	M18648	H2N2
631	K01393	H2N2
632	CY020543	H2N2
633	M18649	H2N2
634	CY116837	H2N2
635	HM204777	H2N2
636	CY036817	H2N2
637	CY116853	H2N2
638	CY020399	H2N2
639	KP098418	H2N2
640	GU050732	H2N2
641	AY209916	H2N2
642	CY141170	H2N2
643	AB124657	H2N2
644	CY021935	H2N2
645	AY209902	H2N2
646	AY209927	H2N2
647	AB101673	H2N2
648	CY032279	H2N2
649	CY125896	H2N2
650	AY209932	H2N2
651	CY034078	H2N2
652	CY021023	H2N2
653	CY116845	H2N2
654	CY077899	H2N2
655	CY045790	H2N2
656	AY209901	H2N2
657	CY121969	H2N2
658	CY077735	H2N2
659	DQ508843	H2N2
660	CY032271	H2N2
661	CY125856	H2N2
662	CY117021	H2N2
663	L37330	H2N2
664	CY116925	H2N2
665	CY117037	H2N2
666	CY125920	H2N2
667	CY020519	H2N2
668	KY644185	H2N2
669	CY116949	H2N2
670	KP098434	H2N2
671	M18651	H2N2
672	AY209918	H2N2
673	CY077742	H2N2
674	CY191261	H2N2
675	CY125880	H2N2
676	CY133450	H2N2
677	CY022015	H2N2
678	JX081142	H2N2
679	CY087802	H2N2
680	KP098386	H2N2
681	KM402811	H2N2
682	AB101671	H2N2
683	AY209925	H2N2
684	AY209900	H2N2
685	CY034070	H2N2
686	MN998506	H2N2
687	CY121953	H2N2
688	CY125888	H2N2
689	L37331	H2N2
690	CY116933	H2N2
691	CY031597	H2N2
692	CY031581	H2N2
693	AY209920	H2N2
694	AB124654	H2N2
695	CY021815	H2N2
696	KP098442	H2N2
697	AY209922	H2N2
698	CY021807	H2N2
699	AY209904	H2N2
700	CY021015	H2N2
701	DQ017487	H2N2
702	CY032287	H2N2
703	AY209909	H2N2
704	CY125904	H2N2
705	CY021071	H2N2
706	CY117029	H2N2
707	MF147973	H2N2
708	CY032263	H2N2
709	CY117013	H2N2
710	CY116997	H2N2
711	AY209917	H2N2
712	KY272984	H2N2
713	KM100134	H2N2
714	AY209905	H2N2
715	CY116893	H2N2
716	AX399729	H2N2
717	AY209912	H2N2
718	JX081143	H2N2
719	AY209919	H2N2
720	CY044327	H2N2
721	CY117045	H2N2
722	CY014831	H2N2
723	AY209928	H2N2
724	CY034046	H2N2
725	CY190341	H2N2
726	CY116941	H2N2
727	AB101672	H2N2
728	CY121961	H2N2
729	CY116917	H2N2
730	CY121937	H2N2
731	CY014978	H2N2
732	AB124653	H2N2
733	CY116909	H2N2
734	KR052706	H2N2
735	AY209924	H2N2
736	CY130000	H2N2
737	CY125832	H2N2
738	DQ508883	H2N2
739	AY209898	H2N2
740	CY021999	H2N2
741	J02156	H2N2
742	CY031589	H2N2
743	CY034062	H2N2
744	CY032255	H2N2
745	KP098402	H2N2
746	KM402803	H2N2
747	CY020375	H2N2
748	AY209910	H2N2
749	CY116973	H2N2
750	CY031605	H2N2
751	CY205021	H2N2
752	CY020319	H2N2
753	AY209914	H2N2
754	AY209923	H2N2
755	CY117053	H2N2
756	CY117005	H2N2
757	AY209915	H2N2
758	CY033982	H2N2
759	KC896765	H7N9
760	MF357838	H7N9
761	MF357734	H7N9
762	KY751113	H7N9
763	KP413533	H7N9
764	KP864452	H7N9
765	KY286421	H7N9
766	GU060484	H7N9
767	KP417464	H7N9
768	KP766143	H7N9
769	KY751109	H7N9
770	KF007046	H7N9
771	MH209541	H7N9
772	CY146934	H7N9
773	KP766157	H7N9
774	MF630271	H7N9
775	KP415636	H7N9
776	CY187620	H7N9
777	KY550835	H7N9
778	KY286429	H7N9
779	KY818821	H7N9
780	KJ023069	H7N9
781	JX679164	H7N9
782	KP415604	H7N9
783	MH553117	H7N9
784	KF500929	H7N9
785	KP417872	H7N9
786	MF630447	H7N9
787	KP417523	H7N9
788	CY127255	H7N9
789	CY147078	H7N9
790	KY751119	H7N9
791	KP414132	H7N9
792	MF629975	H7N9
793	KP416456	H7N9
794	KP413613	H7N9
795	KF918669	H7N9
796	KU318991	H7N9
797	KP864453	H7N9
798	KP414172	H7N9
799	MH209501	H7N9
800	KP413813	H7N9
801	KP413485	H7N9
802	MF630079	H7N9
803	MG925505	H7N9
804	KP413960	H7N9
805	KJ476651	H7N9
806	KP413437	H7N9
807	KP414140	H7N9
808	KP414016	H7N9
809	KF715108	H7N9
810	KY751120	H7N9
811	MF276768	H7N9
812	KF667741	H7N9
813	KP417351	H7N9
814	KP415652	H7N9
815	MH209365	H7N9
816	MG214228	H7N9
817	KP418553	H7N9
818	KJ395955	H7N9
819	MG572490	H7N9
820	KP418153	H7N9
821	MH209573	H7N9
822	AB481213	H7N9
823	KP864458	H7N9
824	KJ476643	H7N9
825	MG298781	H7N9
826	KP864449	H7N9
827	KJ476635	H7N9
828	HQ244417	H7N9
829	KP416009	H7N9
830	KP413259	H7N9
831	MF630479	H7N9
832	KC994454	H7N9
833	MF630543	H7N9
834	KY818813	H7N9
835	KP414000	H7N9
836	KP413984	H7N9
837	MH209373	H7N9
838	MF630423	H7N9
839	KP415752	H7N9
840	KF420299	H7N9
841	MF630559	H7N9
842	MH209333	H7N9
843	KP415541	H7N9
844	CY147190	H7N9
845	MF630047	H7N9
846	KP416608	H7N9
847	KP418283	H7N9
848	KP413200	H7N9
849	MG214226	H7N9
850	KC885958	H7N9
851	KY751116	H7N9
852	MG575605	H7N9
853	KP417612	H7N9
854	MF630567	H7N9
855	KY238132	H7N9
856	KY751105	H7N9
857	MH209397	H7N9
858	KP417931	H7N9
859	KF695256	H7N9
860	MF630007	H7N9
861	KF259736	H7N9
862	MG575604	H7N9
863	MF357790	H7N9
864	KP415583	H7N9
865	MF630295	H7N9
866	KJ395956	H7N9
867	MG575599	H7N9
868	MH209533	H7N9
869	KF667753	H7N9
870	MF630151	H7N9
871	KP415628	H7N9
872	MN700040	H7N9
873	MF370248	H7N9
874	KR351261	H7N9
875	KT779582	H7N9
876	MF370252	H7N9
877	MF630207	H7N9
878	KP413493	H7N9
879	KF771215	H7N9
880	KC853765	H7N9
881	KP413702	H7N9
882	KU143376	H7N9
883	CY146942	H7N9
884	MN700043	H7N9
885	KF259730	H7N9
886	MF630231	H7N9
887	MG214223	H7N9
888	CY147086	H7N9
889	CY186294	H7N9
890	KP413541	H7N9
891	MH209293	H7N9
892	KP414032	H7N9
893	MF357806	H7N9
894	CY181515	H7N9
895	KP413942	H7N9
896	KP417847	H7N9
897	KY751117	H7N9
898	KF001517	H7N9
899	MF629935	H7N9
900	KF042090	H7N9
901	MG575598	H7N9
902	KP414156	H7N9
903	KP416171	H7N9
904	KF259732	H7N9
905	KJ411977	H7N9
906	KY221846	H7N9
907	MF630199	H7N9
908	KP864441	H7N9
909	KY643847	H7N9
910	CY147014	H7N9
911	KY818829	H7N9
912	KP413976	H7N9
913	MF630191	H7N9
914	KF259733	H7N9
915	KJ395953	H7N9
916	KP417732	H7N9
917	LC374921	H7N9
918	KR905369	H7N9
919	MF630135	H7N9
920	MG925497	H7N9
921	KP766137	H7N9
922	MH553142	H7N9
923	MF629983	H7N9
924	MG827389	H7N9
925	MH553128	H7N9
926	MF630119	H7N9
927	MF280191	H7N9
928	KY415729	H7N9
929	KJ633810	H7N9
930	KU143379	H7N9
931	MH209341	H7N9
932	MH719020	H7N9
933	KY013774	H7N9
934	MN208027	H7N9
935	KJ395952	H7N9
936	KM879324	H7N9
937	KP415734	H7N9
938	MF630399	H7N9
939	JN244223	H7N9
940	KP416600	H7N9
941	MF630215	H7N9
942	LC374953	H7N9
943	MF630519	H7N9
944	MF630183	H7N9
945	KP415660	H7N9
946	KP415488	H7N9
947	MF357726	H7N9
948	MF630415	H7N9
