	sequence_id	cluster_id
127	KR349175	Cobitidae
128	NC_015307	Cobitidae
129	AP013309	Cobitidae
130	NC_027448	Cobitidae
131	NC_023473	Cobitidae
132	NC_025632_2	Cobitidae
133	MH349461	Cobitidae
134	KF534784	Cobitidae
135	AP011336	Cobitidae
136	NC_031593	Cobitidae
137	KJ699181	Cobitidae
138	NC_031595	Cobitidae
139	NC_031599	Cobitidae
140	AP013313	Cobitidae
141	KC865424	Cobitidae
142	KT362179	Cobitidae
143	NC_031597	Cobitidae
144	MG725379	Cobitidae
145	HM856629	Cobitidae
146	KP729183	Cobitidae
147	AP011229	Cobitidae
148	KC881110	Cobitidae
149	NC_031576	Cobitidae
150	NC_027850	Cobitidae
151	NC_045225	Cobitidae
152	JQ230103	Cobitidae
153	AP013298	Cobitidae
154	NC_031545	Cobitidae
155	LC532166	Cobitidae
156	KP979711	Cobitidae
157	AP013306	Cobitidae
158	HM535625	Cobitidae
159	MN841275	Cobitidae
160	KP772253	Xenocyprididae
161	NC_029388	Xenocyprididae
162	EU391390	Xenocyprididae
163	EU434747	Xenocyprididae
164	MF687122	Xenocyprididae
165	MF687126	Xenocyprididae
166	KJ671449	Xenocyprididae
167	KJ746955	Xenocyprididae
168	KJ729087	Xenocyprididae
169	KJ729092	Xenocyprididae
170	AB218688	Xenocyprididae
171	KC122916	Xenocyprididae
172	MF687113	Xenocyprididae
173	MF180230	Xenocyprididae
174	NC_029831	Xenocyprididae
175	KY404014	Xenocyprididae
176	NC_037405	Xenocyprididae
177	KP769816	Xenocyprididae
178	KJ746958	Xenocyprididae
179	MK757491	Xenocyprididae
180	MF687112	Xenocyprididae
181	KJ679504	Xenocyprididae
182	KF955011	Xenocyprididae
183	KC513573	Xenocyprididae
184	MF687124	Xenocyprididae
185	KJ746960	Xenocyprididae
186	KJ729076	Xenocyprididae
187	MH289766	Xenocyprididae
188	MF687137	Xenocyprididae
189	NC_026458	Xenocyprididae
190	KT952322	Xenocyprididae
191	NC_025646	Xenocyprididae
192	MF687120	Xenocyprididae
193	MF687133	Xenocyprididae
194	KX244761	Xenocyprididae
195	NC_022929	Xenocyprididae
196	KJ746939	Xenocyprididae
197	KJ729093	Xenocyprididae
198	EU315941	Xenocyprididae
199	NC_035954	Xenocyprididae
200	HQ891005	Xenocyprididae
201	MT084757	Xenocyprididae
202	MF687121	Xenocyprididae
203	KX829028	Xenocyprididae
204	NC_008667	Xenocyprididae
205	NC_013616	Xenocyprididae
206	NC_029722	Xenocyprididae
207	KF683339	Xenocyprididae
208	KJ746959	Xenocyprididae
209	NC_008682	Xenocyprididae
210	AP009060	Xenocyprididae
211	KP013119	Xenocyprididae
212	NC_015540	Xenocyprididae
213	KJ756343	Xenocyprididae
214	KJ729089	Xenocyprididae
215	AB218898	Xenocyprididae
216	KT851551	Xenocyprididae
217	NC_023105	Xenocyprididae
218	KJ729080	Xenocyprididae
219	NC_020462	Xenocyprididae
220	NC_029348	Xenocyprididae
221	KJ801524	Xenocyprididae
222	NC_018816	Xenocyprididae
223	KT725245	Xenocyprididae
224	KR864861	Xenocyprididae
225	KJ729077	Xenocyprididae
226	MK421554	Xenocyprididae
227	KJ671450	Xenocyprididae
228	KT851548	Xenocyprididae
229	NC_028596	Xenocyprididae
230	MT954923	Xenocyprididae
231	NC_011141	Xenocyprididae
232	MH289764	Xenocyprididae
233	NC_028173	Xenocyprididae
234	MF687131	Xenocyprididae
235	KP769815	Xenocyprididae
236	MG575902	Xenocyprididae
237	KJ585802	Xenocyprididae
238	NC_026712	Xenocyprididae
239	KM196112	Xenocyprididae
240	NC_025515	Acheilognathidae
241	NC_013702	Acheilognathidae
242	NC_013711	Acheilognathidae
243	AB239602	Acheilognathidae
244	MW007386	Acheilognathidae
245	KT692966	Acheilognathidae
246	KF176560	Acheilognathidae
247	KU291171	Acheilognathidae
248	KP015738	Acheilognathidae
249	NC_013712	Acheilognathidae
250	MK380726	Acheilognathidae
251	NC_024566	Acheilognathidae
252	MN683735	Acheilognathidae
253	NC_008642	Acheilognathidae
254	EF483934	Acheilognathidae
255	NC_008668	Acheilognathidae
256	NC_007885	Acheilognathidae
257	EF483933	Acheilognathidae
258	MH190825	Acheilognathidae
259	NC_013704	Acheilognathidae
260	NC_028416	Acheilognathidae
261	KT591478	Acheilognathidae
262	NC_011211	Acheilognathidae
263	NC_014882	Acheilognathidae
264	DQ155662	Acheilognathidae
265	MN841274	Acheilognathidae
266	KF980890	Acheilognathidae
267	MG783572	Acheilognathidae
268	NC_022721	Acheilognathidae
269	NC_013709	Acheilognathidae
270	EF483935	Acheilognathidae
271	NC_039820	Acheilognathidae
272	KM232987	Acheilognathidae
273	KJ589418	Acheilognathidae
274	KP067832	Acheilognathidae
275	EF483932	Acheilognathidae
276	NC_042407	Acheilognathidae
277	NC_037404	Acheilognathidae
278	KT601094	Acheilognathidae
279	NC_013705	Acheilognathidae
280	NC_027084	Acheilognathidae
281	NC_029718_2	Acheilognathidae
282	KM386633	Acheilognathidae
283	DQ026430_2	Acheilognathidae
284	MH261370	Acheilognathidae
285	NC_027665	Acheilognathidae
286	KT004415	Acheilognathidae
287	NC_024885	Acheilognathidae
288	NC_022690	Acheilognathidae
289	KM052222	Acheilognathidae
290	MN231004	Acheilognathidae
291	MG800785	Acheilognathidae
292	EF483937	Acheilognathidae
293	FJ515921	Acheilognathidae
294	NC_031152	Acheilognathidae
295	NC_025326_2	Acheilognathidae
296	KP231201	Acheilognathidae
297	EF483930	Acheilognathidae
298	NC_028433	Acheilognathidae
299	KF425517	Acheilognathidae
300	MG800786	Acheilognathidae
301	JQ714034	Acheilognathidae
302	KJ499466	Acheilognathidae
303	KF533721	Acheilognathidae
304	NC_042717	Acheilognathidae
305	NC_023101	Acheilognathidae
306	NC_027437_2	Acheilognathidae
307	NC_026872	Acheilognathidae
308	EF483936	Acheilognathidae
309	KF695385	Acheilognathidae
310	KY945352	Nemacheilidae
311	NC_034746	Nemacheilidae
312	MH125163	Nemacheilidae
313	AP012140	Nemacheilidae
314	NC_034745	Nemacheilidae
315	KT213594	Nemacheilidae
316	KT224367	Nemacheilidae
317	NC_031638	Nemacheilidae
318	NC_029423_2	Nemacheilidae
319	KY851112	Nemacheilidae
320	JQ686729	Nemacheilidae
321	AP012139	Nemacheilidae
322	KT213604	Nemacheilidae
323	KT213591	Nemacheilidae
324	KT213592	Nemacheilidae
325	NC_031579	Nemacheilidae
326	NC_031637	Nemacheilidae
327	KT213605	Nemacheilidae
328	NC_031582	Nemacheilidae
329	KX376479	Nemacheilidae
330	NC_037925	Nemacheilidae
331	AB242172	Nemacheilidae
332	AP012141	Nemacheilidae
333	KY419201	Nemacheilidae
334	KT213583	Nemacheilidae
335	KY379150	Nemacheilidae
336	NC_027192	Nemacheilidae
337	KT241024_2	Nemacheilidae
338	NC_019587_2	Nemacheilidae
339	NC_031378	Nemacheilidae
340	AP011303	Nemacheilidae
341	NC_030521_2	Nemacheilidae
342	NC_029242	Nemacheilidae
343	AP011308	Nemacheilidae
344	AP011405	Nemacheilidae
345	AP011304	Nemacheilidae
346	KT122845	Nemacheilidae
347	AP011296	Nemacheilidae
348	KJ631323	Nemacheilidae
349	NC_031584	Nemacheilidae
350	MG818720	Nemacheilidae
351	MH685911	Nemacheilidae
352	KR052018	Nemacheilidae
353	MG738689	Nemacheilidae
354	KU380330	Nemacheilidae
355	JX135578	Nemacheilidae
356	AP013299	Nemacheilidae
357	AP011301	Nemacheilidae
358	KT906089	Nemacheilidae
359	AP011233	Nemacheilidae
360	AP011300	Nemacheilidae
361	NC_027517	Nemacheilidae
362	KF765806_2	Nemacheilidae
363	AP011305	Nemacheilidae
364	NC_018774	Nemacheilidae
365	NC_033972	Nemacheilidae
366	NC_037924	Nemacheilidae
367	KM396312_2	Nemacheilidae
368	NC_029330	Nemacheilidae
369	NC_027189	Nemacheilidae
370	KY971608	Nemacheilidae
371	NC_032384	Nemacheilidae
372	NC_030506	Nemacheilidae
373	KT224363	Nemacheilidae
374	AP011307	Nemacheilidae
375	AB054126	Nemacheilidae
376	NC_030512	Nemacheilidae
377	NC_031626	Nemacheilidae
378	MK361215	Nemacheilidae
379	KT213603	Nemacheilidae
380	KJ739868	Nemacheilidae
381	NC_031641	Nemacheilidae
382	KT966735	Nemacheilidae
383	AP012137	Nemacheilidae
384	NC_025632	Nemacheilidae
385	KT943751	Nemacheilidae
386	MK900633	Nemacheilidae
387	KT213590	Nemacheilidae
388	KY945353	Nemacheilidae
389	AP011297	Nemacheilidae
390	MN882155	Balitoridae
391	AP011298	Balitoridae
392	NC_029423	Balitoridae
393	NC_026714	Balitoridae
394	KM077128	Balitoridae
395	NC_031634	Balitoridae
396	MG554420	Balitoridae
397	NC_033952	Balitoridae
398	KY352775	Balitoridae
399	KF765806	Balitoridae
400	NC_033957	Balitoridae
401	AP011439	Balitoridae
402	KY352773	Balitoridae
403	AP011438	Balitoridae
404	KY352767	Balitoridae
405	NC_031635	Balitoridae
406	KY352771	Balitoridae
407	NC_023267	Balitoridae
408	AP012131	Balitoridae
409	AP012128	Balitoridae
410	NC_025297	Balitoridae
411	KY851112_2	Balitoridae
412	AP013302	Balitoridae
413	NC_030521	Balitoridae
414	KJ830772	Balitoridae
415	NC_033953	Balitoridae
416	AP012134	Balitoridae
417	MN241814	Balitoridae
418	NC_033955	Balitoridae
419	NC_019587	Balitoridae
420	NC_017890	Balitoridae
421	KY352769	Balitoridae
422	KP716708	Balitoridae
423	KT241024	Balitoridae
424	KJ781206	Balitoridae
425	NC_027291	Balitoridae
426	NC_024606	Balitoridae
427	NC_024609	Balitoridae
428	JQ663847	Balitoridae
429	KY352774	Balitoridae
430	MT157616	Balitoridae
431	AP013303	Balitoridae
432	JX135578_2	Balitoridae
433	NC_031636	Balitoridae
434	NC_024534	Balitoridae
435	AB242165	Balitoridae
436	NC_036741	Balitoridae
437	KF732713	Balitoridae
438	KY352768	Balitoridae
439	KF711948	Balitoridae
440	NC_024611	Balitoridae
441	NC_050979	Balitoridae
442	MH644033	Balitoridae
443	KY352770	Balitoridae
444	KM405199	Balitoridae
445	KM396312	Balitoridae
446	NC_029440	Balitoridae
447	KJ754936	Balitoridae
448	NC_018774_2	Balitoridae
449	KP297875	Balitoridae
450	AP011440	Balitoridae
451	KT966735_2	Balitoridae
452	KJ739868_2	Balitoridae
453	NC_008673	Balitoridae
454	KJ739867	Balitoridae
455	AP012127	Balitoridae
456	AP011441	Balitoridae
457	FJ605359	Balitoridae
458	NC_024598	Balitoridae
459	KY352772	Balitoridae
460	KT456271	Balitoridae
461	NC_024597	Balitoridae
462	NC_011922	Balitoridae
463	JX155733	Balitoridae
464	JF268621	Balitoridae
465	NC_027165_2	Gobionidae
466	KM052390	Gobionidae
467	KJ645748	Gobionidae
468	NC_022189	Gobionidae
469	JF802126	Gobionidae
470	MT081359	Gobionidae
471	MK840863	Gobionidae
472	MT478137	Gobionidae
473	NC_022187	Gobionidae
474	KF319122	Gobionidae
475	KM373519	Gobionidae
476	NC_018786	Gobionidae
477	NC_024430	Gobionidae
478	KU314700	Gobionidae
479	KT350611	Gobionidae
480	KU314694_2	Gobionidae
481	JX401522	Gobionidae
482	MN864250	Gobionidae
483	KU314695	Gobionidae
484	NC_034753	Gobionidae
485	MK852690	Gobionidae
486	NC_022930	Gobionidae
487	NC_032292	Gobionidae
488	KU323962	Gobionidae
489	KP883295	Gobionidae
490	NC_050398	Gobionidae
491	MK840864	Gobionidae
492	NC_008665	Gobionidae
493	NC_022475	Gobionidae
494	KF647873	Gobionidae
495	KF529530	Gobionidae
496	KU314697	Gobionidae
497	MT785310	Gobionidae
498	JF906110	Gobionidae
499	KF577979	Gobionidae
500	KF703442	Gobionidae
501	KU314699	Gobionidae
502	NC_024561	Gobionidae
503	KF151214	Gobionidae
504	NC_023975	Gobionidae
505	KM516103	Gobionidae
506	KP455641	Gobionidae
507	KT948082	Gobionidae
508	KF534790	Gobionidae
509	DQ347952	Gobionidae
510	KY228977	Gobionidae
511	MN581867_2	Gobionidae
512	AP009310	Gobionidae
513	NC_032289	Gobionidae
514	NC_007784	Gobionidae
515	KJ868177	Gobionidae
516	NC_023781	Gobionidae
517	MT767746	Gobionidae
518	MK860909	Gobionidae
519	NC_023461	Gobionidae
520	KF245485	Gobionidae
521	KF765805	Gobionidae
522	FJ515919	Gobionidae
523	KM508828	Gobionidae
524	KF857260	Gobionidae
525	NC_024930	Gobionidae
526	KJ997940	Gobionidae
527	FJ515917	Gobionidae
528	KF587906_2	Gobionidae
529	KT948081	Gobionidae
530	KM086722	Gobionidae
531	AB250108	Gobionidae
532	NC_040303	Gobionidae
533	NC_032290	Gobionidae
534	KF819452	Gobionidae
535	NC_018534	Gobionidae
536	KF724884	Gobionidae
537	KF955012	Gobionidae
538	MN175390	Gobionidae
539	NC_007786	Gobionidae
540	KU314696	Gobionidae
541	KF669394	Gobionidae
542	KU379653	Gobionidae
543	NC_024527	Gobionidae
544	AB250107	Gobionidae
